category,subcategory,question,answer,reasoning,source
Word Problems,add_sub,"Derzeit gibt es 25 beliebte Bäume im Park. Die Parkarbeiter werden heute 73 beliebte Bäume pflanzen. Wie viele beliebte Bäume wird der Park haben, wenn die Arbeiter fertig sind?",98.0,X = 25 + 73,AddSub
Word Problems,add_sub,"Tom fand 7 Muscheln, von denen 4 zerbrochen waren. Wie viele unzerbrochene Muscheln hat Tom gefunden?",3.0,X = 7 - 4,AddSub
Word Problems,add_sub,Es gibt 9 Buntstifte in der Schublade. Benny hat 3 Buntstifte in die Schublade gelegt. Wie viele Buntstifte gibt es jetzt insgesamt?,12.0,X = 9 + 3,AddSub
Word Problems,add_sub,"Michelle begann ihre Pizzatour mit einer Tankfüllung von 0,5 Litern in ihrem Auto. Als sie wieder in der Pizzeria ankam, war der Tank 0,16666666666666666 voll. Wie viel Benzin hat Michelle verbraucht?",0.333333333333333,X = 0.5 - 0.16666666666666666,AddSub
Word Problems,add_sub,"Paco 's Countertop Company kaufte Marmorstücke aus einem Steinbruch. Das Gewicht der gekauften Stücke betrug 0,3333333333333333 t, 0,3333333333333333 t und 0,08333333333333333 t. Wie viele Tonnen Marmor hat Paco 's Countertop Company insgesamt gekauft?",0.75,X = 0.3333333333333333 + 0.3333333333333333 + 0.08333333333333333,AddSub
Word Problems,add_sub,"Oscar fährt 0,75 Meilen mit dem Bus zur Schule und Charlie 0,25 Meilen. Wie viel länger ist die Busfahrt von Oscar als die von Charlie?",0.5,X = 0.75 - 0.25,AddSub
Word Problems,add_sub,Sara hatte 24 Pfirsiche und 37 Birnen in ihrer Obstschale. Sie ging in den Obstgarten und pflückte Pfirsiche. Es sind jetzt 61 Pfirsiche. Wie viele hat sie gepflückt?,37.0,24 + X = 61,AddSub
Word Problems,add_sub,"Derzeit gibt es 42 Walnussbäume und 12 Orangenbäume im Park. Parkarbeiter mussten 13 Walnussbäume fällen, die beschädigt waren. Wie viele Walnussbäume werden im Park stehen, wenn die Arbeiter fertig sind?",29.0,X = 42 - 13,AddSub
Word Problems,add_sub,"Nina hat eine Laufübung gemacht, um für die Fußballsaison in Form zu kommen. Zuerst lief Nina 0,08333333333333333 Meile. Dann lief sie 0,08333333333333333 Meile und 0,6666666666666666 Meile. Wie viele Meilen ist Nina insgesamt gelaufen?",0.833333333333333,X = 0.08333333333333333 + 0.08333333333333333 + 0.6666666666666666,AddSub
Word Problems,add_sub,Fred hat 47 Muscheln am Strand gefunden und Jessica 25 Muscheln geschenkt. Wie viele Muscheln hat er jetzt?,22.0,X = 47 - 25,AddSub
Word Problems,add_sub,Sara hat 35 Birnen und 27 Äpfel aus dem Obstgarten gepflückt. Sie gab 28 Birnen an Dan. Wie viele Birnen hat Sara?,7.0,X = 35 - 28,AddSub
Word Problems,add_sub,Jason hat 7 violette Luftballons und 4 rote Luftballons. Er hat 3 der violetten Ballons verloren. Wie viele violette Ballons hat Jason jetzt?,4.0,X = 7 - 3,AddSub
Word Problems,add_sub,In der Vase befanden sich 2 rote Orchideen und 4 weiße Orchideen. Jessica hat einige rote Orchideen aus ihrem Blumengarten geschnitten. Jetzt befinden sich 18 rote Orchideen in der Vase. Wie viele rote Orchideen hat sie abgeschnitten?,16.0,2 + X = 18,AddSub
Word Problems,add_sub,Dan hat 32 grüne und 38 violette Murmeln. Mike hat 23 von Dans grünen Murmeln genommen. Wie viele grüne Murmeln hat Dan jetzt?,9.0,X = 32 - 23,AddSub
Word Problems,add_sub,In der Schublade befinden sich 115 Bleistifte. Sara hat 100 Bleistifte in die Schublade gelegt. Wie viele Bleistifte sind nun insgesamt vorhanden?,215.0,X = 115 + 100,AddSub
Word Problems,add_sub,Ein Bauunternehmen saniert eine beschädigte Straße. Bis jetzt haben sie insgesamt 4938 Zentimeter der Straße neu gepflastert. Heute haben sie 805 Zentimeter der Straße neu gepflastert. Wie viele Zentimeter der Straße hatten sie vor dem heutigen Tag neu gepflastert?,4133.0,X = 4938.0 - 805.0,AddSub
Word Problems,add_sub,"Dan hat 64 violette Murmeln, er hat Maria 14 der Murmeln gegeben. Wie viele violette Murmeln hat er jetzt?",50.0,X = 64 - 14,AddSub
Word Problems,add_sub,Alyssa 's Hund hatte Welpen. Sie gab 7 an ihre Freunde ab. Jetzt hat sie 5 Welpen. Wie viele Welpen hatte sie zu Beginn?,12.0,X = 7 + 5,AddSub
Word Problems,add_sub,"Derzeit gibt es 112 kurze und 119 hohe Bäume im Park. Die Parkarbeiter werden heute 105 kurze Bäume pflanzen. Wie viele kurze Bäume wird der Park haben, wenn die Arbeiter fertig sind?",217.0,X = 112 + 105,AddSub
Word Problems,add_sub,In der Schublade befinden sich 41 Bleistifte. Mike hat 30 Bleistifte in die Schublade gelegt. Wie viele Bleistifte sind nun insgesamt vorhanden?,71.0,X = 41 + 30,AddSub
Word Problems,add_sub,"Greg und Sharon besitzen benachbarte Maisfelder. Greg hat am Montag 0,4 Hektar Mais geerntet und Sharon 0,1 Hektar. Wie viele Hektar hat Greg mehr geerntet als Sharon?",0.3,X = 0.4 - 0.1,AddSub
Word Problems,add_sub,Mary hat 14 Orangen gepflückt und Jason hat 41 Orangen gepflückt. Keith pflückte 38 Äpfel. Wie viele Orangen wurden insgesamt gepflückt?,55.0,X = 14 + 41,AddSub
Word Problems,add_sub,"Karins Wissenschaftsklasse hat für ein Experiment Plastikringe gewogen. Sie fanden heraus, dass der orangefarbene Ring 0,08333333333333333 Unze wog, der violette Ring 0,3333333333333333 Unze wog und der weiße Ring 0,4166666666666667 Unze wog. Wie hoch war das Gesamtgewicht der Plastikringe?",0.833333333333333,X = 0.08333333333333333 + 0.3333333333333333 + 0.4166666666666667,AddSub
Word Problems,add_sub,Joan hat 29 Karotten und 14 Wassermelonen angebaut. Jessica hat 11 Karotten angebaut. Wie viele Karotten haben sie insgesamt angebaut?,40.0,X = 29 + 11,AddSub
Word Problems,add_sub,"Derzeit gibt es 7 Hartriegelbäume im Park. Die Parkarbeiter werden heute 3 Hartriegelbäume und morgen 2 Hartriegelbäume pflanzen. Wie viele Hartriegelbäume wird der Park haben, wenn die Arbeiter fertig sind?",12.0,X = 7 + 3 + 2,AddSub
Word Problems,add_sub,"Ein Restaurant hat 9 Hamburger und 4 Hotdogs zubereitet, um sie zum Mittagessen zu servieren. Nur 3 Hamburger wurden tatsächlich serviert. Wie viele Hamburger waren über?",6.0,X = 9 - 3,AddSub
Word Problems,add_sub,Es sind 2 Bleistifte in der Schublade. Tim hat 3 Bleistifte in die Schublade gelegt. Wie viele Bleistifte gibt es jetzt insgesamt?,5.0,X = 2 + 3,AddSub
Word Problems,add_sub,"Ein Landwirt begann den Tag mit 8,75 Eimern Saatgut. Nachdem sie den Vormittag mit der Aussaat verbracht hat, hat sie jetzt 6 Eimer. Wie viele Eimer Saatgut hat die Bäuerin gesät?",2.75,X = 8.75 - 6.0,AddSub
Word Problems,add_sub,Es waren 3 Rosen in der Vase. Alyssa hat einige Rosen aus ihrem Blumengarten geschnitten. Jetzt befinden sich 14 Rosen in der Vase. Wie viele Rosen hat sie abgeschnitten?,11.0,3 + X = 14,AddSub
Word Problems,add_sub,Nancy war diesen Monat bei 9 Fußballspielen. Letzten Monat besuchte sie 8 Spiele und plant für den nächsten Monat den Besuch von 7 Spielen. Sie hat 3 Dollar für die Eintrittskarten bezahlt. Wie viele Spiele wird sie insgesamt besuchen?,24.0,X = 9 + 8 + 7,AddSub
Word Problems,add_sub,"Jona hat 0,3 Tassen gelbe Rosinen und 0,4 Tassen schwarze Rosinen zu einer Charge Studentenfutter hinzugefügt. Wie viele Tassen Rosinen hat Jona insgesamt hinzugefügt?",0.7000000000000001,X = 0.3 + 0.4,AddSub
Word Problems,add_sub,In der Schublade befinden sich 39 Scheren und 22 Bleistifte. Dan hat 13 Scheren in die Schublade gelegt. Wie viele Scheren gibt es jetzt insgesamt?,52.0,X = 39 + 13,AddSub
Word Problems,add_sub,"Joan hat ein Basketballspiel für 5,20 $ und ein Rennspiel für 4,23 $ gekauft. Wie viel hat Joan für Videospiele ausgegeben?",9.43,X = 5.20 + 4.23,AddSub
Word Problems,add_sub,Sara hat 3 grüne und 5 rote Murmeln. Tom hat 4 grüne Murmeln. Wie viele grüne Murmeln haben sie insgesamt?,7.0,X = 3 + 4,AddSub
Word Problems,add_sub,"Mary fand 45 Muscheln, Melanie fand 23 Muscheln, und Jason fand 32 Muscheln am Strand. Als sie sie säuberten, stellten sie fest, dass 31 Muscheln zerbrochen waren. Wie viele Muscheln haben sie zusammen gefunden?",100.0,X = 45 + 23 + 32,AddSub
Word Problems,add_sub,Keith hat 6 Rüben angebaut. Alyssa hat 9 Rüben angebaut. Wie viele Rüben haben sie insgesamt angebaut?,15.0,X = 6 + 9,AddSub
Word Problems,add_sub,"Derzeit gibt es 31 kurze und 32 hohe Bäume im Park. Die Parkarbeiter werden heute kurze Bäume pflanzen. Wenn die Arbeiter fertig sind, wird es 95 kurze Bäume im Park geben. Wie viele kurze Bäume haben die Arbeiter heute gepflanzt?",64.0,31 + X = 95,AddSub
Word Problems,add_sub,"Benny erhielt 79 Dollar und 9 Kinokarten zu seinem Geburtstag. Er ging in ein Sportgeschäft und kaufte einen Baseballhandschuh, einen Baseball und einen Schläger. Er hatte 32 Dollar übrig, wie viel hat er für die Baseballausrüstung ausgegeben?",47.0,X = 79 - 32,AddSub
Word Problems,add_sub,"Tom war dieses Jahr bei 4 Eishockeyspielen, hat aber 7 verpasst. Letztes Jahr war er bei 9 Spielen. Wie viele Eishockeyspiele hat Tom insgesamt besucht?",13.0,X = 4 + 9,AddSub
Word Problems,add_sub,"Bei einer Pizzaparty tranken Mason und seine Freunde 2,6666666666666665 Flaschen Zitronen-Limetten-Soda und 2,6666666666666665 Flaschen Cola. Wie viel Limonade haben sie insgesamt getrunken?",5.333333333333333,X = 2.6666666666666665 + 2.6666666666666665,AddSub
Word Problems,add_sub,Fred hat 5 Baseball-Karten. Melanie hat 3 von Freds Baseballkarten gekauft. Wie viele Baseballkarten hat Fred jetzt?,2.0,X = 5 - 3,AddSub
Word Problems,add_sub,"Der Eisbär im Zoo von Richmond frisst jeden Tag 0,2 Eimer Forellen und 0,4 Eimer Lachs. Wie viele Eimer Fisch isst der Eisbär täglich?",0.6000000000000001,X = 0.2 + 0.4,AddSub
Word Problems,add_sub,Es gibt 54 Scheren in der Schublade. Keith hat 22 Scheren in die Schublade gelegt. Wie viele Scheren sind nun insgesamt vorhanden?,76.0,X = 54 + 22,AddSub
Word Problems,add_sub,"Mike hat in diesem Jahr 15 Basketballspiele besucht, aber 41 verpasst. Letztes Jahr war er bei 39 Spielen. Wie viele Basketballspiele hat Mike insgesamt besucht?",54.0,X = 15 + 39,AddSub
Word Problems,add_sub,Maria hatte 8 Kartoffeln im Garten. Die Kaninchen haben 3 der Kartoffeln gefressen. Wie viele Kartoffeln hat Mary jetzt?,5.0,X = 8 - 3,AddSub
Word Problems,add_sub,Jason hat 23 Wassermelonen und 18 Rüben angebaut. Nancy hat 28 Wassermelonen angebaut. Wie viele Wassermelonen haben sie insgesamt angebaut?,51.0,X = 23 + 28,AddSub
Word Problems,add_sub,Melanie hat 139 Rüben angebaut. Benny hat 113 Rüben angebaut. Wie viele Rüben haben sie insgesamt angebaut?,252.0,X = 139 + 113,AddSub
Word Problems,add_sub,"Derzeit gibt es 7 Hartriegelbäume im Park. Die Parkarbeiter werden heute 5 Hartriegelbäume und morgen 4 Hartriegelbäume pflanzen. Es waren 8 Arbeiter nötig, um die Arbeit zu beenden. Wie viele Hartriegelbäume wird der Park haben, wenn die Arbeiter fertig sind?",16.0,X = 7 + 5 + 4,AddSub
Word Problems,add_sub,"Derzeit gibt es 34 Hartriegelbäume im Park. Die Parkarbeiter werden heute 49 Hartriegel pflanzen. Wie viele Hartriegelbäume wird der Park haben, wenn die Arbeiter fertig sind?",83.0,X = 34 + 49,AddSub
Word Problems,add_sub,"Tori war 4,4 Fuß groß. Dann wurde sie 2,86 Meter größer. Wie groß ist Tori jetzt?",7.26,X = 4.4 + 2.86,AddSub
Word Problems,add_sub,"Ron hat in einer Naturwissenschaftsstunde 2 farbige Metallkugeln gewogen. Die blaue Kugel wog 6 Pfund und die braune Kugel wog 3,12 Pfund. Wenn Ron beide Kugeln gleichzeitig auf die Waage legt, was zeigt die Waage dann an?",9.12,X = 6.0 + 3.12,AddSub
Word Problems,add_sub,"Joan beschloss, alle ihre alten Bücher zu verkaufen. Sie sammelte 33 Bücher zum Verkauf. Sie verkaufte 26 Bücher bei einem Hofverkauf. Wie viele Bücher hat Joan jetzt?",7.0,X = 33 - 26,AddSub
Word Problems,add_sub,In der Schublade befinden sich 5 Scheren und 3 Bleistifte. Jason hat 4 Scheren in die Schublade gelegt. Wie viele Scheren gibt es jetzt insgesamt?,9.0,X = 5 + 4,AddSub
Word Problems,add_sub,Sara hat 792 schwarze und 122 rote Murmeln. Fred hat 233 von Saras schwarzen Murmeln genommen. Wie viele schwarze Murmeln hat Sara jetzt?,559.0,X = 792 - 233,AddSub
Word Problems,add_sub,Sara hat 6 Birnen gepflückt und Tim hat 5 Birnen vom Birnbaum gepflückt. Wie viele Birnen wurden insgesamt gepflückt?,11.0,X = 6 + 5,AddSub
Word Problems,add_sub,"Tom hat ein Batman-Spiel für 13,60 $ und ein Superman-Spiel für 5,06 $ gekauft. Tom besitzt bereits 2 Spiele. Wie viel hat Tom für Videospiele ausgegeben?",18.66,X = 13.60 + 5.06,AddSub
Word Problems,add_sub,"Jessica gab 10,22 Dollar für ein Katzenspielzeug aus, und ein Käfig kostete sie 11,73 Dollar. Wie hoch waren die Gesamtkosten für Jessicas Einkäufe?",21.95,X = 10.22 + 11.73,AddSub
Word Problems,add_sub,"Ein Meeresbiologe hat einen Fisch gemessen, der 0,3 Fuß lang war, und einen zweiten Fisch, der 0,2 Fuß lang war. Wie viel länger war der erste Fisch?",0.1,X = 0.3 - 0.2,AddSub
