category,subcategory,question,answer,reasoning,source
Geometry,geometry,"Die prozentuale Vergrößerung der Fläche eines Rechtecks, wenn jede seiner Seiten um 20 % vergrößert wird, beträgt :",43.99999999999999,"n0 = 20.0
t0 = n0 + 100.0
t1 = t0 / 100.0
t2 = t1 * t1
t3 = t2 - 1.0
answer = t3 * 100.0
print(answer)",MathQA_Geometry
Geometry,geometry,Finden Sie den Umfang und die Fläche des Radius 8 cm.,201.0619298297468,"import math
n0 = 8.0

answer = math.pi * n0**2
print(answer)",MathQA_Geometry
Geometry,geometry,"Die Punkte a , b und c haben die xy-Koordinaten ( 2,0 ) , ( 8,12 ) bzw. ( 14,0 ) . Die Punkte x , y und z haben die xy-Koordinaten ( 6,0 ) , ( 8,4 ) bzw. ( 10,0 ) . Welcher Bruchteil d der Fläche des Dreiecks abc ist die Fläche des Dreiecks xyz ?",0.111111111111111,"n0 = 2.0
n1 = 0.0
n2 = 8.0
n3 = 12.0
n4 = 14.0
n5 = 0.0
n6 = 6.0
n7 = 0.0
n8 = 8.0
n9 = 4.0
n10 = 10.0
n11 = 0.0
t0 = 10.0 + 2.0
t1 = 4.0**min(2.0, 5)
t2 = t1 / 2.0
t3 = t0**min(2.0, 5)
t4 = t3 / 2.0
answer = t2 / t4
print(answer)",MathQA_Geometry
Geometry,geometry,Wie viele Würfel von 27 Kubikzentimetern passen maximal in einen rechteckigen Kasten mit den Maßen 8 cm x 9 cm x 12 cm?,24.0,"n0 = 27.0
n1 = 8.0
n2 = 9.0
n3 = 12.0
t0 = 2.0 * 3.0
t1 = n2 * n3 * t0
answer = t1 / n0
print(answer)",MathQA_Geometry
Geometry,geometry,"Ein Kreisdiagramm zeigt, wie das Budget eines bestimmten Unternehmens ausgegeben wurde: 20 Prozent für Transport, 9 Prozent für Forschung und Entwicklung, 5 Prozent für Versorgungsleistungen, 4 Prozent für Ausrüstung, 2 Prozent für Verbrauchsmaterial und der Rest für Gehälter. Wenn die Fläche jedes Sektors des Diagramms proportional zu dem Prozentsatz des Budgets ist, den er darstellt, wie viele Grad des Kreises werden dann für die Gehälter verwendet?",216.0,"n0 = 20.0
n1 = 9.0
n2 = 5.0
n3 = 4.0
n4 = 2.0
t0 = n0 + n1
t1 = n2 + t0
t2 = n3 + t1
t3 = n4 + t2
t4 = t3 * 360.0
t5 = t4 / 100.0
answer = 360.0 - t5
print(answer)",MathQA_Geometry
Geometry,geometry,Der Durchmesser eines Kreises ist 4 / π. Finde den Umfang des Kreises.,8.0,"import math
n0 = 4.0
t0 = n0 / 3.141592653589793
answer = 2 * math.pi * t0
print(answer)",MathQA_Geometry
Geometry,geometry,"Die Länge eines rechteckigen Gartens ist dreimal so groß wie seine Breite. Wenn die Fläche des rechteckigen Gartens 507 Quadratmeter beträgt, wie groß ist dann die Breite des rechteckigen Gartens?",13.0,"import math
n0 = 507.0
t0 = n0 / 3.0
answer = math.sqrt(max(0, t0))
print(answer)",MathQA_Geometry
Geometry,geometry,Die Diagonalen eines Rhombus sind 15 cm und 17 cm. Wie groß ist seine Fläche?,127.5,"n0 = 15.0
n1 = 17.0

answer = n0 * n1 / 2
print(answer)",MathQA_Geometry
Geometry,geometry,das volumen eines würfels beträgt 343 ccm. finden sie seine oberfläche.,293.9999999999999,"n0 = 343.0
t0 = n0**(1 / 3)
answer = 6 * t0**2  # surface of a cube
print(answer)",MathQA_Geometry
Geometry,geometry,"Wie groß ist der Flächeninhalt eines Dreiecks mit den Seitenlängen 28 cm, 24 cm und 15 cm?",180.0,"n0 = 28.0
n1 = 24.0
n2 = 15.0
t0 = n1 * n2
answer = t0 / 2.0
print(answer)",MathQA_Geometry
Geometry,geometry,Eine zylindrische Dose hat einen Durchmesser von 10 cm und eine Höhe von 5 cm. Wie groß ist das Volumen dieses Zylinders?,125.0,"import math
n0 = 10.0
n1 = 5.0
t0 = n0 / 2.0
t1 = math.pi * t0**2 * n1
answer = t1 / 3.141592653589793
print(answer)",MathQA_Geometry
Geometry,geometry,"ein rechteckiger teppich mit einer seitenlänge von 2 fuß und 7 fuß liegt auf einem quadratischen boden, der eine fläche von 64 fuß hat. wenn die oberfläche des teppichs nicht über die fläche des bodens hinausgeht, welcher teil der fläche des bodens wird nicht vom teppich bedeckt?",0.7812500000000001,"n0 = 2.0
n1 = 7.0
n2 = 64.0
t0 = n0 * n1
t1 = n2 - t0
answer = t1 / n2
print(answer)",MathQA_Geometry
Geometry,geometry,"achtundzwanzig Meter Draht stehen zur Verfügung, um ein Blumenbeet in Form eines Kreissektors einzuzäunen. Wie groß muss der Radius des Kreises in Metern sein, wenn wir ein Blumenbeet mit der größtmöglichen Fläche haben wollen?",7.0,"t0 = 10.0 + 4.0
t1 = t0 * 2.0
t2 = t1 / 2.0
answer = t2 / 2.0
print(answer)",MathQA_Geometry
Geometry,geometry,"10 Meter Draht stehen zur Verfügung, um ein Blumenbeet in Form eines Kreissektors abzugrenzen. Wie groß muss der Radius des Kreises in Metern sein, wenn wir ein Blumenbeet mit der größtmöglichen Fläche haben wollen?",2.5,"n0 = 10.0

answer = n0 / 4.0
print(answer)",MathQA_Geometry
Geometry,geometry,"Ein gleichseitiges Dreieck und drei Quadrate werden wie oben gezeigt kombiniert und bilden eine Form mit der Fläche 48 + 4 √ 3. Wie groß ist der Umfang der Form, die durch das Dreieck und die Quadrate gebildet wird?",36.0,"n0 = 48.0
n1 = 4.0
n2 = 3.0
t0 = n2**min(2.0, 5)
answer = n1 * t0
print(answer)",MathQA_Geometry
Geometry,geometry,"ein schneider schneidet 4 fuß von den gegenüberliegenden kanten eines quadratischen stücks stoff ab und 3 fuß von den beiden anderen kanten. wenn 120 fuß stoff übrig bleiben, wie lang war dann eine seite des ursprünglichen stücks stoff?",18.0,"import math
n0 = 4.0
n1 = 3.0
n2 = 120.0
t0 = n0 * 2.0
t1 = n1 * 2.0
t2 = t0 + t1
t3 = t1 * t0
t4 = t2**min(2.0, 5)
t5 = n2 - t3
t6 = t5 * 4.0
t7 = t6 + t4
t8 = math.sqrt(max(0, t7))
t9 = t2 + t8
answer = t9 / 2.0
print(answer)",MathQA_Geometry
Geometry,geometry,"Wie viel größer ist die kombinierte Fläche in Quadratzentimetern auf der Vorder- und Rückseite eines rechteckigen Blattes mit den Maßen 11 mal 11 Zentimeter als die eines rechteckigen Blattes mit den Maßen 5,5 mal 11 Zentimeter?",100.0,"n0 = 11.0
n1 = 11.0
n2 = 5.5
n3 = 11.0
t0 = n0 * n1  # area of rectangle
t1 = n0 * n2  # area of rectangle
t2 = t0 * 2.0
t3 = t1 * 2.0
t4 = t2 - t3
t5 = t4 / t0
answer = t5 * 100.0
print(answer)",MathQA_Geometry
Geometry,geometry,"wenn die Länge des Rechtecks dreimal so groß ist wie seine Breite. wenn die Fläche des Rechtecks 6075 Quadratmeter beträgt, dann berechnen Sie die Länge?",135.0,"import math
n0 = 6075.0
t0 = n0 / 3.0
t1 = math.sqrt(max(0, t0))
answer = t1 * 3.0
print(answer)",MathQA_Geometry
Geometry,geometry,Die Masse von 1 Kubikmeter eines Stoffes beträgt unter bestimmten Bedingungen 300 Kilogramm. Welches Volumen in Kubikzentimetern hat 1 Gramm dieses Stoffes unter diesen Bedingungen? ( 1 Kilogramm = 1.000 Gramm und 1 Kubikmeter = 1.000.000 Kubikzentimeter ),1.333333333333333,"n0 = 1.0
n1 = 300.0
n2 = 1.0
n3 = 1.0
n4 = 1000.0
n5 = 1.0
n6 = 1.0
n7 = 0.0
t0 = n1 * 1000.0
t1 = 100.0**min(3.0, 5)
t2 = t1 / t0
answer = t2 - 2.0
print(answer)",MathQA_Geometry
Geometry,geometry,"In der xy-Ebene hat ein Dreieck die Eckpunkte ( 0,0 ), ( 4,0 ) und ( 4,10 ). Wie groß ist die Wahrscheinlichkeit, dass a - b > 0 ist, wenn ein Punkt ( a , b ) zufällig aus der Dreiecksregion ausgewählt wird?",0.4,"n0 = 0.0
n1 = 0.0
n2 = 4.0
n3 = 0.0
n4 = 4.0
n5 = 10.0
n6 = 0.0
t0 = n0 + 10.0
answer = 4.0 / t0
print(answer)",MathQA_Geometry
Geometry,geometry,"Wie groß ist der Radius des Inkreises des Dreiecks, dessen Seiten 5, 12 und 13 Einheiten messen?",2.0,"n0 = 5.0
n1 = 12.0
n2 = 13.0
t0 = n0 + n1
t1 = n0 * n1
t2 = n2 + t0
answer = t1 / t2
print(answer)",MathQA_Geometry
Geometry,geometry,"Wenn die Differenz zwischen der Länge und der Breite eines Rechtecks 23 m beträgt und sein Umfang 226 m ist, wie groß ist dann seine Fläche?",3060.0,"n0 = 23.0
n1 = 226.0
t0 = n0 * 2.0
t1 = n1 - t0
t2 = t1 / 4.0
t3 = n0 + t2
answer = t3 * t2  # area of rectangle
print(answer)",MathQA_Geometry
Geometry,geometry,"34 . die Seitenfläche eines Zylinders kann mit einer rechteckigen Platte gewalzt werden . wenn die Höhe eines Zylinders Tank ist 8 Fuß und der Umfang der kreisförmigen Basis ist 6 Fuß , was ist die Diagonale der rechteckigen Platte ?",10.0,"import math
n0 = 34.0
n1 = 8.0
n2 = 6.0
t0 = n1**min(2.0, 5)
t1 = n2**min(2.0, 5)
t2 = t0 + t1
answer = math.sqrt(max(0, t2))
print(answer)",MathQA_Geometry
Geometry,geometry,"Wenn ein bestimmtes perfektes Quadrat um 148 erhöht wird, ergibt sich ein anderes perfektes Quadrat. Welchen Wert hat das ursprüngliche perfekte Quadrat?",1296.0,"n0 = 148.0
t0 = 3.0 * 3.0
t1 = t0 * 4.0
answer = t1 * t1
print(answer)",MathQA_Geometry
Geometry,geometry,Wie groß ist die Fläche eines quadratischen Feldes mit einer Seitenlänge von 17 m?,289.0,"n0 = 17.0

answer = n0**2
print(answer)",MathQA_Geometry
Geometry,geometry,"ein rechteckiges grasfeld ist 75 m * 55 m, es hat einen Weg von 2,8 m Breite rundherum auf der Außenseite. finden Sie die Fläche des Weges und die Kosten für den Bau es bei rs . 2 pro Quadratmeter?",1518.7199999999991,"n0 = 75.0
n1 = 55.0
n2 = 2.8
n3 = 2.0
t0 = n2 * n3
t1 = n0 * n1  # area of rectangle
t2 = n0 + t0
t3 = n1 + t0
t4 = t2 * t3  # area of rectangle
t5 = t4 - t1
answer = n3 * t5
print(answer)",MathQA_Geometry
Geometry,geometry,Die Kante eines Würfels ist 3 a cm groß. Wie groß ist seine Oberfläche?,54.0,"n0 = 3.0

answer = 6 * n0**2  # surface of a cube
print(answer)",MathQA_Geometry
Geometry,geometry,"ein gleichseitiges dreieck t 2 wird gebildet, indem die mittelpunkte der seiten eines anderen gleichseitigen dreiecks t 1 verbunden werden. ein drittes gleichseitiges dreieck t 3 wird gebildet, indem die mittelpunkte von t 2 verbunden werden, und dieser Prozess wird unendlich fortgesetzt. wenn jede seite von t 1 80 cm beträgt, finden Sie die Summe der umfangsmaße aller dreiecke.",480.0,"n0 = 2.0
n1 = 1.0
n2 = 3.0
n3 = 2.0
n4 = 1.0
n5 = 80.0
t0 = n5 + n5 + n5  # perimeter of a triangle
answer = t0 + t0
print(answer)",MathQA_Geometry
Geometry,geometry,"rechteckige fliesen der größe 20 cm x 30 cm müssen horizontal auf einem rechteckigen boden der größe 100 cm x 150 cm verlegt werden, so dass sich die fliesen nicht überlappen und an allen kanten aneinander stoßen. eine fliese kann in jeder beliebigen ausrichtung verlegt werden, solange ihre kanten parallel zu den kanten des bodens verlaufen. keine fliese sollte über eine kante des bodens hinausragen. die maximale anzahl der fliesen, die auf dem boden untergebracht werden können, beträgt :",25.0,"n0 = 20.0
n1 = 30.0
n2 = 100.0
n3 = 150.0
t0 = n2 * n3
t1 = n0 * n1
answer = t0 / t1
print(answer)",MathQA_Geometry
Geometry,geometry,Bei der Messung der Seiten eines Rechtecks wird eine Seite um 6 % zu viel und die andere um 5 % zu wenig gemessen. Finden Sie den prozentualen Fehler in der aus diesen Messungen berechneten Fläche.,0.7000000000000001,"n0 = 6.0
n1 = 5.0
t0 = n0 * n1
t1 = n0 - n1
t2 = t0 / 100.0
answer = t1 - t2
print(answer)",MathQA_Geometry
Geometry,geometry,"Im Dreieck pqr ist der Winkel q = 90 Grad, pq = 2 cm, qr = 8 cm. x ist ein variabler Punkt auf pq. Die Linie durch x, die parallel zu qr verläuft, schneidet pr in y und die Linie durch y, die parallel zu pq verläuft, schneidet qr in z. Finden Sie die kleinstmögliche Länge von xz",1.6,"n0 = 90.0
n1 = 2.0
n2 = 8.0
t0 = n1 * n2
answer = t0 / 10.0
print(answer)",MathQA_Geometry
Geometry,geometry,"Eine dünne rechteckige Kartoffelplatte wurde für ein Osmose-Labor in zwei Stücke geschnitten. Ein Stück ist 50 mm größer als das andere. Wenn die ursprüngliche, ungeschnittene Platte 600 mm lang ist, wie lang ist dann das andere Stück der Kartoffel, nachdem es geschnitten wurde?",275.0,"n0 = 50.0
n1 = 600.0
t0 = n1 - n0
answer = t0 / 2.0
print(answer)",MathQA_Geometry
Geometry,geometry,Bei der Messung der Seiten eines Rechtecks wird eine Seite um 6 % zu viel und die andere um 5 % zu wenig gemessen. Finden Sie den prozentualen Fehler in der aus diesen Messungen berechneten Fläche.,0.7000000000000001,"n0 = 6.0
n1 = 5.0
t0 = n0 * n1
t1 = n0 - n1
t2 = t0 / 100.0
answer = t1 - t2
print(answer)",MathQA_Geometry
Geometry,geometry,die Fläche eines Dreiecks mit der Grundfläche 4 m und der Höhe 6 m ist ?,12.0,"n0 = 4.0
n1 = 6.0

answer = n0 * n1 / 2
print(answer)",MathQA_Geometry
Geometry,geometry,"Wie groß ist der Umfang in Metern eines rechteckigen Gartens von 24 Metern Breite, der die gleiche Fläche hat wie ein rechteckiger Spielplatz von 16 Metern Länge und 12 Metern Breite?",64.0,"n0 = 24.0
n1 = 16.0
n2 = 12.0
t0 = n1 * n2  # area of rectangle
t1 = t0 / n0
answer = 2 * (n0 + t1)  # perimetere of rectangle
print(answer)",MathQA_Geometry
Geometry,geometry,die fläche eines rechteckigen feldes beträgt 300 quadratmeter. sein umfang beträgt 70 meter. bestimmen sie die länge und breite dieses rechtecks.,15.0,"import math
n0 = 300.0
n1 = 70.0
t0 = n1 / 2.0
t1 = n0 * 4.0
t2 = t0**min(2.0, 5)
t3 = t2 - t1
t4 = math.sqrt(max(0, t3))
t5 = t0 - t4
answer = t5 / 2.0
print(answer)",MathQA_Geometry
Geometry,geometry,"die oberfläche einer kugel ist 4 π r 2 , wobei r der radius der kugel ist. wenn die grundfläche einer halbkugel 3 ist, wie groß ist dann die oberfläche t dieser halbkugel ?",9.0,"n0 = 4.0
n1 = 2.0
n2 = 3.0
t0 = n2 / 3.141592653589793
t1 = n0 * 3.141592653589793
t2 = t0 * t1
t3 = t0 * 3.141592653589793
t4 = t2 / n1
answer = t4 + t3
print(answer)",MathQA_Geometry
Geometry,geometry,"ein rechteckiges grasfeld ist 75 m * 55 m groß, es hat einen 2,5 m breiten weg rundherum an der außenseite. ermitteln sie die fläche des weges und die kosten für seinen bau zu rs . 2 pro Quadratmeter?",1350.0,"n0 = 75.0
n1 = 55.0
n2 = 2.5
n3 = 2.0
t0 = n2 * n3
t1 = n0 * n1  # area of rectangle
t2 = n0 + t0
t3 = n1 + t0
t4 = t2 * t3  # area of rectangle
t5 = t4 - t1
answer = n3 * t5
print(answer)",MathQA_Geometry
Geometry,geometry,"Ein Volumen von 10976 l Wasser befindet sich in einem Kugelbehälter. Wie viele Halbkugeln mit einem Volumen von je 4 l sind erforderlich, um das gesamte Wasser in die kleinen Halbkugeln zu leiten?",2744.0,"n0 = 10976.0
n1 = 4.0

answer = n0 / n1
print(answer)",MathQA_Geometry
Geometry,geometry,"30 gleich große quadratische Steinplatten werden benötigt, um eine Bodenfläche von 120 m² zu bedecken.",200.0,"import math
n0 = 30.0
n1 = 120.0
t0 = n1 / n0
t1 = math.sqrt(max(0, t0))
answer = t1 * 100.0
print(answer)",MathQA_Geometry
Geometry,geometry,"ein rechteckiges feld soll an drei seiten eingezäunt werden, wobei eine seite von 20 fuß unbedeckt bleibt. wenn die fläche des feldes 210 sq. fuß beträgt, wie viele fuß zaun sind dann erforderlich?",41.0,"n0 = 20.0
n1 = 210.0
t0 = n1 / n0
t1 = t0 * 2.0
answer = n0 + t1
print(answer)",MathQA_Geometry
Geometry,geometry,das volumen der kugel q ist ( 37 / 64 ) % kleiner als das volumen der kugel p und das volumen der kugel r ist ( 19 / 27 ) % kleiner als das der kugel q . um was ist die oberfläche der kugel r kleiner als die oberfläche der kugel p ?,75.0,"n0 = 37.0
n1 = 64.0
n2 = 19.0
n3 = 27.0
t0 = 1.0 / 3.0
t1 = n1**min(t0, 5)
t2 = n1 / t1
t3 = t2 - t1
t4 = t3 / t2
answer = t4 * 100.0
print(answer)",MathQA_Geometry
Geometry,geometry,"Die Kosten für die Farbe betragen rs . 36,50 pro kg. Wenn 1 kg Farbe 16 Quadratmeter abdeckt, wie viel kostet es, die Außenseite eines Würfels mit 8 Fuß pro Seite zu streichen?",876.0,"n0 = 36.5
n1 = 1.0
n2 = 16.0
n3 = 8.0
t0 = 6 * n3**2  # surface of a cube
t1 = t0 / n2
answer = n0 * t1
print(answer)",MathQA_Geometry
Geometry,geometry,"ein rechteckiges feld muss an drei seiten eingezäunt werden, wobei eine seite von 20 fuß unbedeckt bleibt. wenn die fläche des feldes 680 sq. fuß beträgt, wie viele fuß zaun sind dann erforderlich?",88.0,"n0 = 20.0
n1 = 680.0
t0 = n1 / n0
t1 = 2 * (n0 + t0)  # perimetere of rectangle
answer = t1 - n0
print(answer)",MathQA_Geometry
Geometry,geometry,"ein voller stationärer Öltank, der ein rechtwinkliger Zylinder ist, hat einen Radius von 100 Fuß und eine Höhe von 25 Fuß. Öl wird vom stationären Tank zu einem Öl-LKW gepumpt, der einen Tank hat, der ein rechtwinkliger Zylinder ist, bis der Tank des LKWs vollständig gefüllt ist. wenn der Tank des LKWs einen Radius von 7 Fuß und eine Höhe von 10 Fuß hat, wie weit (in Fuß) ist der Ölstand im stationären Tank gesunken?",0.049,"import math
n0 = 100.0
n1 = 25.0
n2 = 7.0
n3 = 10.0
t0 = math.pi * n0**2
t1 = math.pi * n2**2 * n3
answer = t1 / t0
print(answer)",MathQA_Geometry
Geometry,geometry,"im rechtwinkligen koordinatensystem liegen die punkte ( 4 , 0 ) und ( - 4 , 0 ) beide auf dem kreis c . wie groß ist der maximal mögliche radius von c",4.0,"import math
n0 = 4.0
n1 = 0.0
n2 = 4.0
n3 = 0.0
t0 = n0**min(2.0, 5)
answer = math.sqrt(max(0, t0))
print(answer)",MathQA_Geometry
Geometry,geometry,"Die Länge eines Rechtecks ist 4 mal seine Breite. Wenn die Breite des Rechtecks 5 Zoll beträgt, wie groß ist die Fläche des Rechtecks in Quadratzoll?",100.0,"n0 = 4.0
n1 = 5.0
t0 = n0 * n1
answer = n1 * t0  # area of rectangle
print(answer)",MathQA_Geometry
Geometry,geometry,"Ein rechteckiger Garten soll doppelt so lang wie breit sein. Wenn 300 Meter Zaun, einschließlich Tor, den Garten vollständig umschließen, wie lang ist dann der Garten in Metern?",100.0,"n0 = 300.0
t0 = 1.0 + 2.0
t1 = t0 * 2.0
t2 = n0 / t1
answer = t2 * 2.0
print(answer)",MathQA_Geometry
Geometry,geometry,"Das rechtwinklige Dreieck pqr ist die Basis des Prismas in der obigen Abbildung. Wenn pq = pr = â ˆ š 14 und die Höhe des Prismas 8 ist, wie groß ist das Volumen des Prismas?",56.0,"import math
n0 = 14.0
n1 = 8.0
t0 = math.sqrt(max(0, n0))
t1 = t0 * t0 / 2
answer = n1 * t1
print(answer)",MathQA_Geometry
Geometry,geometry,"Eine Kiste misst innen 6 Fuß mal 8 Fuß mal 12 Fuß. Eine Steinsäule in Form eines rechtwinkligen Zylinders muss für den Versand in die Kiste passen, so dass sie aufrecht steht, wenn die Kiste auf mindestens einer ihrer sechs Seiten steht. Wie groß ist der Radius in Fuß der Säule mit dem größten Volumen, die noch in die Kiste passen könnte?",6.0,"n0 = 6.0
n1 = 8.0
n2 = 12.0
t0 = n1 * n2
t1 = n0 * t0
t2 = t1 / n2
answer = t2 / n1
print(answer)",MathQA_Geometry
Geometry,geometry,"die Seiten eines Dreiecks im Verhältnis 5 : 12 : 13 stehen und sein Umfang 300 m beträgt, ist sein Flächeninhalt ?",3000.0,"n0 = 5.0
n1 = 12.0
n2 = 13.0
n3 = 300.0
t0 = n0 + n1
t1 = n2 + t0
t2 = n3 / t1
answer = n3 * t2
print(answer)",MathQA_Geometry
Geometry,geometry,"Der Radius von Kanister n ist doppelt so groß wie der Radius von Kanister b, die Höhe von Kanister n ist halb so groß wie die von Kanister b. Wenn es $ 4,00 kostet, Kanister b zur Hälfte mit einer bestimmten Benzinmarke zu füllen, wie viel würde es dann kosten, Kanister n vollständig mit derselben Benzinmarke zu füllen?",16.0,"n0 = 4.0
t0 = n0 * 2.0
t1 = 2.0**min(2.0, 5)
t2 = t1 / 2.0
answer = t2 * t0
print(answer)",MathQA_Geometry
Geometry,geometry,Wie viele ungerade Zahlen zwischen 10 und 1.000 sind die Quadrate der ganzen Zahlen?,14.0,"n0 = 10.0
n1 = 1000.0

answer = n0 + 4.0
print(answer)",MathQA_Geometry
Geometry,geometry,"die abmessungen eines zimmers betragen 25 fuss * 15 fuss * 12 fuss. wie hoch sind die kosten für die weisswäsche der vier wände des zimmers zu rs . 2 pro Quadratfuß, wenn es eine Tür mit den Abmessungen 6 Fuß * 3 Fuß und drei Fenster mit den Abmessungen 4 Fuß * 3 Fuß gibt?",1812.0,"n0 = 25.0
n1 = 15.0
n2 = 12.0
n3 = 2.0
n4 = 6.0
n5 = 3.0
n6 = 4.0
n7 = 3.0
t0 = n0 + n1
t1 = n2 * 2.0
t2 = n4 * n5
t3 = n5 * n6
t4 = t0 * t1
t5 = n5 * t3
t6 = t4 - t2
t7 = t6 - t5
answer = n3 * t7
print(answer)",MathQA_Geometry
Geometry,geometry,"ein gleichseitiges dreieck t 2 wird gebildet, indem die mittelpunkte der seiten eines anderen gleichseitigen dreiecks t 1 verbunden werden. ein drittes gleichseitiges dreieck t 3 wird gebildet, indem die mittelpunkte von t 2 verbunden werden, und dieser Prozess wird unendlich fortgesetzt. wenn jede seite von t 1 45 cm beträgt, finden Sie die Summe der umfangsmaße aller dreiecke.",270.0,"n0 = 2.0
n1 = 1.0
n2 = 3.0
n3 = 2.0
n4 = 1.0
n5 = 45.0
t0 = n5 + n5 + n5  # perimeter of a triangle
answer = t0 + t0
print(answer)",MathQA_Geometry
Geometry,geometry,"ein gleichseitiges dreieck t 2 wird gebildet, indem die mittelpunkte der seiten eines anderen gleichseitigen dreiecks t 1 verbunden werden. ein drittes gleichseitiges dreieck t 3 wird gebildet, indem die mittelpunkte von t 2 verbunden werden, und dieser Prozess wird unendlich fortgesetzt. wenn jede seite von t 1 50 cm beträgt, finden Sie die Summe der umfangsmaße aller dreiecke.",300.0,"n0 = 2.0
n1 = 1.0
n2 = 3.0
n3 = 2.0
n4 = 1.0
n5 = 50.0
t0 = n5 + n5 + n5  # perimeter of a triangle
answer = t0 + t0
print(answer)",MathQA_Geometry
Geometry,geometry,"Wenn eine rechteckige Werbetafel eine Fläche von 104 Quadratfuß und einen Umfang von 42 Fuß hat, wie lang ist dann jede der kürzeren Seiten?",8.0,"import math
n0 = 104.0
n1 = 42.0
t0 = n1 / 2.0
t1 = n0 * 4.0
t2 = t0**min(2.0, 5)
t3 = t2 - t1
t4 = math.sqrt(max(0, t3))
t5 = t0 - t4
answer = t5 / 2.0
print(answer)",MathQA_Geometry
