category,subcategory,question,answer,reasoning,source
Word Problems,add_sub,There are 9 pencils and 4 rulers in the drawer . Sally took 4 pencils out of the drawer . How many pencils are there now ? ,5.0,X = 9 - 4,AddSub
Word Problems,add_sub,"Alyssa went to 11 soccer games this year , but missed 12 . She went to 13 games last year and plans to go to 15 games next year . How many soccer games will Alyssa go to in all ? ",39.0,X = 11 + 13 + 15,AddSub
Word Problems,add_sub,"Michelle began her pizza delivery route with 0.5 tank of gas in her car . When she made it back to the pizzeria , 0.16666666666666666 tank of gas was . How much gas did Michelle use ? ",0.333333333333333,X = 0.5 - 0.16666666666666666,AddSub
Word Problems,add_sub,A restaurant served 9 hot dogs during lunch and 2 during dinner today . It served 5 of them yesterday . How many hot dogs were served today ? ,11.0,X = 9 + 2,AddSub
Word Problems,add_sub,A truck carrying 4.1 pounds of sand travels to a construction yard and loses 2.4 pounds of sand along the way . How much sand does the truck have when it arrives at the yard ? ,1.7000000000000002,X = 4.1 - 2.4,AddSub
Word Problems,add_sub,There are 43 maple trees and 22 orange trees currently in the park . Park workers will plant maple trees today . When the workers are finished there will be 54 maple trees in the park . How many maple trees did the workers plant today ? ,11.0,43 + X = 54,AddSub
Word Problems,add_sub,Gordon bought 3.42 pounds of fruit for a class party . The class ate 2.2 pounds of the fruit . How much fruit is ? ,1.22,X = 3.42 - 2.2,AddSub
Word Problems,add_sub,Joan picked 37 oranges and Sara picked 10 oranges . Alyssa picked 30 pears . How many oranges were picked in total ? ,47.0,X = 37 + 10,AddSub
Word Problems,add_sub,Jason has 18 books and he has read 9 of them . Mary has 42 books . How many books do they have together ? ,60.0,X = 18 + 42,AddSub
Word Problems,add_sub,Sally had 13 peaches at her roadside fruit dish . She went to the orchard and picked peaches to stock up . There are now 55 peaches . how many did she pick ? ,42.0,13 + X = 55,AddSub
Word Problems,add_sub,Sandy had 36 pennies and 31 nickels in her bank . Her dad borrowed 20 nickels from Sandy . How many nickels does she have now ? ,11.0,X = 31 - 20,AddSub
Word Problems,add_sub,Dan 's cat had kittens and 5 had spots . He gave 7 to Tim and 4 to Jason . He now has 5 kittens . How many kittens did he have to start with ? ,16.0,X - 7 - 4 = 5,AddSub
Word Problems,add_sub,There are 5 scissors and 3 pencils in the drawer . Jason placed 4 scissors in the drawer . How many scissors are now there in total ? ,9.0,X = 5 + 4,AddSub
Word Problems,add_sub,There are 7 dogwood trees currently in the park . Park workers will plant 5 dogwood trees today and 4 dogwood trees tomorrow . It took 8 workers to finish the work . How many dogwood trees will the park have when the workers are finished ? ,16.0,X = 7 + 5 + 4,AddSub
Word Problems,add_sub,"Jessica spent $ 10.22 on a cat toy , and a cage cost her $ 11.73 . What was the total cost of Jessica 's purchases ? ",21.95,X = 10.22 + 11.73,AddSub
Word Problems,add_sub,Jason has 676 Pokemon cards . Alyssa bought 224 of Jason 's Pokemon cards . How many Pokemon cards does Jason have now ? ,452.0,X = 676 - 224,AddSub
Word Problems,add_sub,"Alyssa has 37 blue balloons , Sandy has 28 blue balloons , and Sally has 39 blue balloons . How many blue balloons do they have in all ? ",104.0,X = 37 + 28 + 39,AddSub
Word Problems,add_sub,Sandy 's dog had 8 puppies and 4 had spots . She gave 4 to her friends . How many puppies does she now have ? ,4.0,X = 8 - 4,AddSub
Word Problems,add_sub,Sally had 8 pennies and 7 nickels in her bank . Her dad gave her 9 nickels and her mother gave her 2 nickels . How many nickels does Sally have now ? ,18.0,X = 7 + 9 + 2,AddSub
Word Problems,add_sub,"Joan spent $ 15 on shorts and $ 14.82 on a jacket , and $ 12.51 on a shirt . She went to 3 shops . In total , how much money did Joan spend on clothing ? ",42.33,X = 15 + 14.82 + 12.51,AddSub
Word Problems,add_sub,Tom found 5 seashells on the beach . he gave Jessica 2 of the seashells . How many seashells does he now have ? ,3.0,X = 5 - 2,AddSub
Word Problems,add_sub,Keith picked 3 pears and Jason picked 2 pears from the pear tree . Joan picked 5 apples from the apple tree . How many pears were picked in total ? ,5.0,X = 3 + 2,AddSub
Word Problems,add_sub,"There were a total of 8 football games this year , 4 are played at night . Keith missed 4 of the games . How many football games did Keith go to in total ? ",4.0,X = 8 - 4,AddSub
Word Problems,multi_step," Paul had saved up 4 dollars. If he received another 11 dollars for his allowance, how many 5 dollar toys could he buy? ",3.0,X=((4.0+11.0)/5.0),MultiArith
Word Problems,multi_step," While shopping for music online, Isabel bought 6 country albums and 2 pop albums. Each album came with a lyric sheet and had 9 songs. How many songs did Isabel buy total? ",72.0,X=(9.0*(6.0+2.0)),MultiArith
Word Problems,multi_step, Edward was working as a sacker at a grocery store where he made 6 dollars an hour. On Monday he worked 3 hours and on Tuesday he worked 5 hours. How much money did Edward make in those two days? ,48.0,X=(6.0*(3.0+5.0)),MultiArith
Word Problems,multi_step," Kaleb had 34 books. If he sold 17 of them and used the money he earned to buy 7 new books, how many books would Kaleb have? ",24.0,X=((34.0+7.0)-17.0),MultiArith
Word Problems,multi_step," Oliver made 35 dollars mowing lawns over the summer. If he spent 7 dollars buying new mower blades, how many 4 dollar games could he buy with the money he had left? ",7.0,X=((35.0-7.0)/4.0),MultiArith
Word Problems,multi_step," Mike is at the library helping put away books. There are 82 book to put away total but a librarian takes 10 of them and leaves Mike with the rest. If he can fit 9 books on a shelf, how many shelves will he need? ",8.0,X=((82.0-10.0)/9.0),MultiArith
Word Problems,multi_step," There are 58 students trying out for the school's trivia teams. If 10 of them didn't get picked for the team and the rest were put into 8 groups, how many students would be in each group? ",6.0,X=((58.0-10.0)/8.0),MultiArith
Word Problems,multi_step," Ned was trying to expand his game collection. He bought 11 games from a friend and bought 22 more at a garage sale. If 19 of the games didn't work, how many good games did he end up with? ",14.0,X=((11.0+22.0)-19.0),MultiArith
Word Problems,multi_step," Katie had 11 songs on her mp3 player. If she deleted 7 old songs from it and then added 24 new songs, how many songs does she have on her mp3 player? ",28.0,X=((11.0+24.0)-7.0),MultiArith
Word Problems,multi_step," A waiter had 6 tables he was waiting on, with 3 women and 5 men at each table. How many customers total did the waiter have? ",48.0,X=(6.0*(3.0+5.0)),MultiArith
Word Problems,multi_step," The school cafeteria had 14 apples. If they used 13 to make lunch for the students and then bought 49 more, how many apples would they have? ",50.0,X=((14.0+49.0)-13.0),MultiArith
Word Problems,multi_step, Chloe was unboxing some of her old winter clothes. She found 4 boxes of clothing and inside each box there were 2 scarves and 6 mittens. How many pieces of winter clothing did Chloe have total? ,32.0,X=(4.0*(2.0+6.0)),MultiArith
Word Problems,multi_step, Debby bought two coloring books. One had 16 pictures and the other had 40. After one week she had already colored 33 of the pictures. How many pictures does she still have to color? ,23.0,X=((16.0+40.0)-33.0),MultiArith
Word Problems,multi_step, Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? ,1.0,X=((35.0+50.0)-84.0),MultiArith
Word Problems,multi_step," Frank made 19 dollars mowing lawns over the summer. If he spent 11 dollars buying new mower blades, how many 2 dollar games could he buy with the money he had left? ",4.0,X=((19.0-11.0)/2.0),MultiArith
Word Problems,multi_step," Bianca and her mom were picking carrots from their garden. Bianca picked 26 and her mother picked 15. If only 16 of the carrots were good, how many bad carrots did they have? ",25.0,X=((26.0+15.0)-16.0),MultiArith
Word Problems,multi_step," The school cafeteria had 23 apples. If they used 20 to make lunch for the students and then bought 6 more, how many apples would they have? ",9.0,X=((23.0+6.0)-20.0),MultiArith
Word Problems,multi_step," The school cafeteria had 17 apples. If they used 2 to make lunch for the students and then bought 23 more, how many apples would they have? ",38.0,X=((17.0+23.0)-2.0),MultiArith
Word Problems,multi_step," A new building needed 10 windows. The builder had already installed 6 of them. If it takes 5 hours to install each window, how long will it take him to install the rest? ",20.0,X=(5.0*(10.0-6.0)),MultiArith
Word Problems,multi_step," While on vacation, Nancy took 49 pictures at the zoo and 8 at the museum. If she later deleted 38 of the pictures, how many pictures from her vacation did she still have? ",19.0,X=((49.0+8.0)-38.0),MultiArith
Word Problems,multi_step," There were 13 friends playing a video game online when 8 players quit. If each player left had 6 lives, how many lives did they have total? ",30.0,X=(6.0*(13.0-8.0)),MultiArith
Word Problems,multi_step," At the arcade Edward won 9 tickets. If he spent 4 tickets on a beanie and later won 4 more tickets, how many would he have? ",9.0,X=((9.0+4.0)-4.0),MultiArith
Word Problems,multi_step," Luke had 48 dollars in January. By March he had spent 11 dollars. If he got another 21 dollars from his mom, how much money would he have? ",58.0,X=((48.0+21.0)-11.0),MultiArith
Word Problems,multi_step," Roger had 25 books. If he sold 21 of them and used the money he earned to buy 30 new books, how many books would Roger have? ",34.0,X=((25.0+30.0)-21.0),MultiArith
Word Problems,multi_step," At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy? ",15.0,X=((13.0+17.0)-15.0),MultiArith
Word Problems,multi_step," Bianca earned 5 points for each bag of cans she recycled. If she had 17 bags, but didn't recycle 8 of them, how many points would she have earned? ",45.0,X=(5.0*(17.0-8.0)),MultiArith
Word Problems,multi_step," At the town carnival Oliver rode the ferris wheel 5 times and the bumper cars 4 times. If each ride cost 7 tickets, how many tickets did he use? ",63.0,X=(7.0*(5.0+4.0)),MultiArith
Word Problems,multi_step," Dave was helping the cafeteria workers pick up lunch trays, but he could only carry 9 trays at a time. If he had to pick up 17 trays from one table and 55 trays from another, how many trips will he make? ",8.0,X=((17.0+55.0)/9.0),MultiArith
Word Problems,multi_step," A waiter at 'The Greasy Spoon' restaurant had 26 customers to wait on. During the lunch rush he added another 27 customers. If 27 of the customers didn't leave him a tip, how many customers did leave a tip? ",26.0,X=((26.0+27.0)-27.0),MultiArith
Word Problems,multi_step," A trivia team had 15 members total, but during a game 6 members didn't show up. If each member that did show up scored 3 points, how many points were scored total? ",27.0,X=(3.0*(15.0-6.0)),MultiArith
Word Problems,multi_step, A store had 120 coloring books in stock. They ended up putting them on sale and getting rid of 39 of them. The put the ones they still had onto shelves with 9 on each shelf. How many shelves did they use? ,9.0,X=((120.0-39.0)/9.0),MultiArith
Word Problems,multi_step," Adam had 48 books. If he sold 19 of them and used the money he earned to buy 38 new books, how many books would Adam have? ",67.0,X=((48.0+38.0)-19.0),MultiArith
Word Problems,multi_step," The cafeteria had 75 apples. For lunch they handed out 19 to students and decided to use the rest to make pies. If each pie takes 8 apples, how many pies could they make? ",7.0,X=((75.0-19.0)/8.0),MultiArith
Word Problems,challenge,The school is planning a field trip. The school has 67 classrooms. There are 66 students in each classroom in the school. If there are 6 seats on each school bus How many buses are needed to take the trip?,737.0,( 67.0 * ( 66.0 / 6.0 ) ),SVAMP
Word Problems,challenge,5 red peaches and 11 green peaches are in the basket. How many more green peaches than red peaches are in the basket?,6.0,( 11.0 - 5.0 ),SVAMP
Word Problems,challenge,Mom buys 51 white t - shirts. If white t - shirts can be purchased in packages of 3 How many packages will she have?,17.0,( 51.0 / 3.0 ),SVAMP
Word Problems,challenge,Emily is making bead necklaces for her friends. Each necklace takes 8 beads and she has 16 beads. How many necklaces can Emily make?,2.0,( 16.0 / 8.0 ),SVAMP
Word Problems,challenge,"7 red peaches, 71 yellow peaches and 8 green peaches are in the basket. How many more green peaches than red peaches are in the basket?",1.0,( 8.0 - 7.0 ),SVAMP
Word Problems,challenge,4 birds and 3 storks were sitting on the fence. 6 more storks came to join them. How many more storks than birds are sitting on the fence?,5.0,( ( 3.0 + 6.0 ) - 4.0 ),SVAMP
Word Problems,challenge,Jessie weighed 114 kilograms. After she started to go jogging everyday she lost 50 kilograms in the first week and 60 kilograms in the second week. How much does she weigh now?,4.0,( ( 114.0 - 50.0 ) - 60.0 ),SVAMP
Word Problems,challenge,We ordered some pizzas. Each pizza has 2 slices. If there were a total of 28 slices How many pizzas did we order?,14.0,( 28.0 / 2.0 ),SVAMP
Word Problems,challenge,Luke played a trivia game and scored 154 points. If he gained the 11 points in each round How many rounds did he play?,14.0,( 154.0 / 11.0 ),SVAMP
Word Problems,challenge,In Haley's class some boys love to play marbles. If Haley has 10 marbles and she gave 5 marbles to each boy How many boys did she give the marbles to?,2.0,( 10.0 / 5.0 ),SVAMP
Word Problems,challenge,Paco had 22 sweet cookies and 75 salty cookies. He ate 15 sweet cookies and 54 salty cookies. How many sweet cookies did Paco have left?,7.0,( 22.0 - 15.0 ),SVAMP
Word Problems,challenge,Randy has some blocks. He uses 52 blocks to build a tower. If there are 38 blocks left How many blocks did he have at the start?,90.0,( 52.0 + 38.0 ),SVAMP
Word Problems,challenge,The Ferris wheel in paradise park has 6 seats. Each seat can hold 14 people. If there are 16 people on the wheel right now How many more people can join the wheel?,68.0,( ( 6.0 * 14.0 ) - 16.0 ),SVAMP
Word Problems,challenge,Every day Ryan spends 6 hours on learning english and 5 hours on learning chinese. If he learns for 2 days How many hours does he spend on learning english in all?,12.0,( 6.0 * 2.0 ),SVAMP
Word Problems,challenge,Paul got a box of 457 erasers and 617 crayons for his birthday. At the end of the school year he only had 523 crayons left while not having lost a single eraser. How many more crayons than erasers did he have left?,66.0,( 523.0 - 457.0 ),SVAMP
Word Problems,challenge,Emily is making bead necklaces for her friends where each necklace takes 5 beads. She made 4 necklaces. How many beads did Emily have?,20.0,( 4.0 * 5.0 ),SVAMP
Word Problems,challenge,A grocery store had 4 bottles of diet soda. If they had 79 more bottles of regular soda than diet soda How many bottles of regular soda did they have?,83.0,( 4.0 + 79.0 ),SVAMP
Word Problems,challenge,There are 18 bananas in Philip's banana collection. If the bananas are organized into groups of size 2 How many groups are there?,9.0,( 18.0 / 2.0 ),SVAMP
Word Problems,challenge,Randy has 90 blocks. He uses 89 blocks to build a house and 63 blocks to build a tower. How many more blocks did he use to build the house than he did to build the tower?,26.0,( 89.0 - 63.0 ),SVAMP
Word Problems,challenge,For the walls of the house he would use 13 large planks of wood. If each plank of wood needs 17 pieces of nails to be secured and in addition 8 nails are needed for some smaller planks. How many nails does John need for the house wall?,229.0,( ( 13.0 * 17.0 ) + 8.0 ),SVAMP
Word Problems,challenge,Emily is making bead necklaces for her friends. She made 11 necklaces and each necklace takes 28 beads. How many beads did Emily have?,308.0,( 11.0 * 28.0 ),SVAMP
Word Problems,challenge,Baker made 110 cakes. He sold 75 of them. Then he made 76 more cakes. How many cakes would baker still have?,111.0,( ( 110.0 - 75.0 ) + 76.0 ),SVAMP
Word Problems,challenge,Josh had some marbles in his collection. He lost 21 marbles. If he has 12 marbles now How many marbles did he have in his collection?,33.0,( 21.0 + 12.0 ),SVAMP
Word Problems,challenge,Baker made 157 cakes and 169 pastries. If he sold 158 cakes and 147 pastries How many more cakes than pastries did baker sell?,11.0,( 158.0 - 147.0 ),SVAMP
Word Problems,challenge,Faye was placing her pencils into rows with 5 pencils in each row. If she had 35 pencils and 7 crayons How many rows could she make?,7.0,( 35.0 / 5.0 ),SVAMP
Word Problems,challenge,Rachel's tree had 4 apples initially. She picked some apples and now there are 2 apples left on the tree. How many apples did rachel pick?,2.0,( 4.0 - 2.0 ),SVAMP
Word Problems,challenge,If the cave is 919 feet deep and they need to travel 1307 feet How far is the end of the cave?,2226.0,( 919.0 + 1307.0 ),SVAMP
Word Problems,challenge,"7 red peaches, 15 yellow peaches and 8 green peaches are in the basket. How many peaches are in the basket?",30.0,( ( 7.0 + 15.0 ) + 8.0 ),SVAMP
Word Problems,challenge,Allan and Jake brought 3 balloons to the park. If Allan brought 2 balloons How many balloons did Jake bring to the park?,1.0,( 3.0 - 2.0 ),SVAMP
Word Problems,challenge,A farmer had 177 tomatoes and 12 potatoes in his garden. If he picked 53 tomatoes How many tomatoes and potatoes does he have left?,136.0,( ( 177.0 + 12.0 ) - 53.0 ),SVAMP
Word Problems,challenge,At the arcade Dave had won some tickets. He used 12 tickets to buy some toys. If he still has 14 tickets left How many tickets did Dave win at the arcade?,26.0,( 12.0 + 14.0 ),SVAMP
Word Problems,challenge,After resting they decided to go for a swim. The depth of the water is 5 times Ron's height. Dean is 11 feet shorter than Ron. If Ron stands at 12 feet How deep was the water?,60.0,( 12.0 * 5.0 ),SVAMP
Word Problems,challenge,Emily is making bead necklaces for her friends. She had 2 beads and she was able to make 32 necklaces. How many beads did each necklace need?,16.0,( 32.0 / 2.0 ),SVAMP
Word Problems,multi_step," The school cafeteria had 17 apples. If they used 2 to make lunch for the students and then bought 23 more, how many apples would they have? ",38.0,X=((17.0+23.0)-2.0),MultiArith
