category,subcategory,question,answer,reasoning,source
Word Problems,add_sub,Joan picked 37 oranges and Sara picked 10 oranges . Alyssa picked 30 pears . How many oranges were picked in total ? ,47.0,X = 37 + 10,AddSub
Word Problems,add_sub,"Fred went to 36 basketball games this year , but missed 35 . He went to 11 games last year . How many basketball games did Fred go to in total ? ",47.0,X = 36 + 11,AddSub
Word Problems,add_sub,There are 33 pencils and 44 crayons in the drawer . Joan placed 27 pencils in the drawer . How many pencils are now there in total ? ,60.0,X = 33 + 27 ,AddSub
Word Problems,add_sub,Sam had 49 pennies and 24 nickels in his bank . His dad gave him 39 nickels and 31 quarters . How many nickels does he have now ? ,63.0,X = 24 + 39,AddSub
Word Problems,add_sub,Dan grew 42 turnips and 38 cantelopes . Jessica grew 47 turnips . How many turnips did they grow in total ? ,89.0,X = 42 + 47,AddSub
Word Problems,add_sub,There are 33 walnut trees currently in the park . Park workers will plant 44 walnut trees today . How many walnut trees will the park have when the workers are finished ? ,77.0,X = 33 + 44,AddSub
Word Problems,add_sub,Sara had 21 quarters in her bank . Her dad gave her 49 quarters . How many quarters does she have now ? ,70.0,X = 21 + 49,AddSub
Word Problems,add_sub,There are 41 pencils in the drawer . Mike placed 30 pencils in the drawer . How many pencils are now there in total ? ,71.0,X = 41 + 30,AddSub
Word Problems,add_sub,Joan has 10 books . Tom has 38 books . How many books do they have together ? ,48.0,X = 10 + 38,AddSub
Word Problems,add_sub,Joan has 40 blue balloons Melanie has 41 blue balloons . How many blue balloons do they have in total ? ,81.0,X = 40 + 41,AddSub
Word Problems,add_sub,Fred grew 38 cantelopes . Tim grew 44 cantelopes . How many cantelopes did they grow in total ? ,82.0,X = 38 + 44,AddSub
Word Problems,add_sub,Sam went to 14 football games this year . He went to 29 games last year . How many football games did Sam go to in all ? ,43.0,X = 14 + 29,AddSub
Word Problems,add_sub,Mary found 18 seashells and Jessica found 41 seashells on the beach . How many seashells did they find together ? ,59.0,X = 18 + 41,AddSub
Word Problems,add_sub,There are 39 dogwood trees currently in the park . Park workers will plant 41 dogwood trees today and 20 dogwood trees tomorrow . How many dogwood trees will the park have when the workers are finished ? ,100.0,X = 39 + 41 + 20,AddSub
Word Problems,add_sub,"Sandy has 10 books , Benny has 24 books , and Tim has 33 books . How many books do they have together ? ",67.0,X = 10 + 24 + 33,AddSub
Word Problems,add_sub,"Jason picked 46 pears , Keith picked 47 pears , and Mike picked 12 pears from the pear tree . How many pears were picked in total ? ",105.0,X = 46 + 47 + 12,AddSub
Word Problems,add_sub,"Keith grew 29 cantelopes , Fred grew 16 cantelopes , and Jason grew 20 cantelopes . How many cantelopes did they grow in total ? ",65.0,X = 29 + 16 + 20,AddSub
Word Problems,add_sub,Melanie had 19 dimes in her bank . Her dad gave her 39 dimes and her mother gave her 25 dimes . How many dimes does Melanie have now ? ,83.0,X = 19 + 39 + 25,AddSub
Word Problems,add_sub,"Alyssa has 37 blue balloons , Sandy has 28 blue balloons , and Sally has 39 blue balloons . How many blue balloons do they have in all ? ",104.0,X = 37 + 28 + 39,AddSub
Word Problems,add_sub,Sally had 27 Pokemon cards . Dan gave her 41 new Pokemon cards . Sally bought 20 Pokemon cards . How many Pokemon cards does Sally have now ? ,88.0,X = 27 + 41 + 20,AddSub
Word Problems,add_sub,"Jason went to 11 football games this month . He went to 17 games last month , and plans to go to 16 games next month . How many games will he attend in all ? ",44.0,X = 11 + 17 + 16,AddSub
Word Problems,add_sub,There are 43 pencils in the drawer and 19 pencils on the desk . Dan placed 16 pencils on the desk . How many pencils are now there in total ? ,78.0,X = 43 + 19 + 16,AddSub
Word Problems,add_sub,Mike has 35 books in his library . He bought several books at a yard sale over the weekend . He now has 56 books in his library . How many books did he buy at the yard sale ? ,21.0,35 + X = 56,AddSub
Word Problems,add_sub,There are 53 maple trees currently in the park . Park workers will plant maple trees today . When the workers are finished there will be 64 maple trees in the park . How many maple trees did the workers plant today ? ,11.0,53 + X = 64,AddSub
Word Problems,add_sub,"Dan found 56 seashells on the beach , he gave Jessica some of his seashells . He has 22 seashell . How many seashells did he give to Jessica ? ",34.0,56 - X = 22,AddSub
Word Problems,add_sub,Sally had 13 peaches at her roadside fruit dish . She went to the orchard and picked peaches to stock up . There are now 55 peaches . how many did she pick ? ,42.0,13 + X = 55,AddSub
Word Problems,add_sub,"Benny received 67 dollars for his birthday . He went to a sporting goods store and bought a baseball glove , baseball , and bat . He had 33 dollars over , how much did he spent on the baseball gear ? ",34.0,67 - X = 33,AddSub
Word Problems,add_sub,There were 3 roses in the vase . Alyssa cut some roses from her flower garden . There are now 14 roses in the vase . How many roses did she cut ? ,11.0,3 + X = 14,AddSub
Word Problems,add_sub,Last week Tom had 74 dollars . He washed cars over the weekend and now has 86 dollars . How much money did he make washing cars ? ,12.0,74 + X = 86,AddSub
Word Problems,add_sub,There were 73 bales of hay in the barn . Jason stacked bales in the barn today . There are now 96 bales of hay in the barn . How many bales did he store in the barn ? ,23.0,73 + X = 96,AddSub
Word Problems,add_sub,Nancy grew 6 potatoes . Sandy grew 7 potatoes . How many potatoes did they grow in total ? ,13.0,X = 6 + 7,AddSub
Word Problems,add_sub,There are 9 crayons in the drawer . Benny placed 3 crayons in the drawer . How many crayons are now there in total ? ,12.0,X = 9 + 3,AddSub
Word Problems,add_sub,There are 5 oak trees currently in the park . Park workers will plant 4 oak trees today . How many oak trees will the park have when the workers are finished ? ,9.0,X = 5 + 4,AddSub
Word Problems,add_sub,Tom found 7 seashells but 4 were broken . How many unbroken seashells did Tom find ? ,3.0,X = 7 - 4,AddSub
Word Problems,add_sub,Sally picked 7 lemons and Mary picked 9 lemons from the lemon tree . How many lemons were picked in total ? ,16.0,X = 7 + 9,AddSub
Word Problems,add_sub,A restaurant served 6 cakes during lunch and 9 during dinner today . How many cakes were served today ? ,15.0,X = 6 + 9,AddSub
Word Problems,add_sub,Joan has 8 orange balloons but lost 2 of them . How many orange balloons does Joan have now ? ,6.0,X = 8 - 2,AddSub
Word Problems,add_sub,Fred had 7 dimes in his bank . His sister borrowed 3 of his dimes . How many dimes does Fred have now ? ,4.0,X = 7 - 3,AddSub
Word Problems,add_sub,Joan 's cat had 8 kittens . She gave 2 to her friends . How many kittens does she have now ? ,6.0,X = 8 - 2,AddSub
Word Problems,add_sub,There are 34 dogwood trees currently in the park . Park workers will plant 49 dogwood trees today . How many dogwood trees will the park have when the workers are finished ? ,83.0,X = 34 + 49,AddSub
Word Problems,add_sub,There are 27 pencils in the drawer . Nancy placed 45 pencils in the drawer . How many pencils are now there in total ? ,72.0,X = 27 + 45,AddSub
Word Problems,add_sub,"Sam found 35 seashells on the beach , he gave Joan 18 of the seashells . How many seashells does he now have ? ",17.0,X = 35 - 18,AddSub
Word Problems,add_sub,Tim has 22 books . Mike has 20 books . How many books do they have together ? ,42.0,X = 22 + 20,AddSub
Word Problems,add_sub,Mike has 87 baseball cards . Sam bought 13 of Mike 's baseball cards . How many baseball cards does Mike have now ? ,74.0,X = 87 - 13,AddSub
Word Problems,add_sub,Sandy grew 51 pumpkins . Mike grew 23 pumpkins . How many pumpkins did they grow in total ? ,74.0,X = 51 + 23,AddSub
Word Problems,add_sub,Tim has 44 books . Sam has 52 books . How many books do they have together ? ,96.0,X = 44 + 52,AddSub
Word Problems,add_sub,"Dan has 64 violet marbles , he gave Mary 14 of the marbles . How many violet marbles does he now have ? ",50.0,X = 64 - 14,AddSub
Word Problems,add_sub,There are 25 popular trees currently in the park . Park workers will plant 73 popular trees today . How many popular trees will the park have when the workers are finished ? ,98.0,X = 25 + 73,AddSub
Word Problems,add_sub,There are 54 scissors in the drawer . Keith placed 22 scissors in the drawer . How many scissors are now there in all ? ,76.0,X = 54 + 22,AddSub
Word Problems,add_sub,Alyssa picked 42 pears and Nancy picked 17 pears from the pear tree . How many pears were picked in all ? ,59.0,X = 42 + 17,AddSub
Word Problems,add_sub,Sam had 98 pennies in his bank . He spent 93 of his pennies . How many pennies does he have now ? ,5.0,X = 98 - 93,AddSub
Word Problems,add_sub,"Joan found 79 seashells on the beach , she gave Mike 63 of the seashells . How many seashells does she now have ? ",16.0,X = 79 - 63,AddSub
Word Problems,add_sub,Sam has 110 books . Joan has 102 books . How many books do they have together ? ,212.0,X = 110 + 102,AddSub
Word Problems,add_sub,Mary picked 122 oranges and Jason picked 105 oranges from the orange tree . How many oranges were picked in total ? ,227.0,X = 122 + 105,AddSub
Word Problems,add_sub,Sally had 760 quarters in her bank . She spent 418 of her quarters . How many quarters does she have now ? ,342.0,X = 760 - 418,AddSub
Word Problems,add_sub,Melanie grew 139 turnips . Benny grew 113 turnips . How many turnips did they grow in all ? ,252.0,X = 139 + 113,AddSub
Word Problems,add_sub,Jason has 676 Pokemon cards . Alyssa bought 224 of Jason 's Pokemon cards . How many Pokemon cards does Jason have now ? ,452.0,X = 676 - 224,AddSub
Word Problems,add_sub,There are 107 walnut trees currently in the park . Park workers will plant 104 walnut trees today . How many walnut trees will the park have when the workers are finished ? ,211.0,X = 107 + 104,AddSub
Word Problems,add_sub,"Fred has 709 green balloons , he gave Sandy 221 of the balloons . How many green balloons does he now have ? ",488.0,X = 709 - 221,AddSub
Word Problems,add_sub,There are 115 pencils in the drawer . Sara placed 100 pencils in the drawer . How many pencils are now there in all ? ,215.0,X = 115 + 100,AddSub
Word Problems,add_sub,Jason has 3 Pokemon cards . Benny bought 2 of Jason 's Pokemon cards . How many Pokemon cards does Jason have now ? ,1.0,X = 3 - 2,AddSub
Word Problems,add_sub,"Mike has 8 orange marbles , he gave Sam 4 of the marbles . How many orange marbles does he now have ? ",4.0,X = 8 - 4,AddSub
Word Problems,add_sub,Joan had 5 dimes in her bank . She spent 2 of her dimes . How many dimes does she have now ? ,3.0,X = 5 - 2,AddSub
Word Problems,add_sub,There are 2 orchid bushes currently in the park . Park workers will plant 4 orchid bushes today . How many orchid bushes will the park have when the workers are finished ? ,6.0,X = 2 + 4,AddSub
Word Problems,add_sub,Sara picked 6 pears and Tim picked 5 pears from the pear tree . How many pears were picked in total ? ,11.0,X = 6 + 5,AddSub
Word Problems,add_sub,"Sam grew 4 watermelons , but the rabbits ate 3 watermelons . How many watermelons does Sam have ? ",1.0,X = 4 - 3,AddSub
Word Problems,add_sub,Jason had Pokemon cards . He gave 9 to his friends . He now has 4 Pokemon cards . How many Pokemon cards did he have to start with ? ,13.0,X - 9 = 4,AddSub
Word Problems,add_sub,Mary had 7 nickels in her bank . Her dad gave her 5 nickels . How many nickels does Mary have now ? ,12.0,X = 7 + 5,AddSub
Word Problems,add_sub,Keith grew 6 turnips . Alyssa grew 9 turnips . How many turnips did they grow in all ? ,15.0,X = 6 + 9,AddSub
Word Problems,add_sub,Mary has 9 yellow marbles Joan has 3 yellow marbles . How many yellow marbles do they have in all ? ,12.0,X = 9 + 3,AddSub
Word Problems,add_sub,Sally grew 6 carrots . Fred grew 4 carrots . How many carrots did they grow in all ? ,10.0,X = 6 + 4,AddSub
Word Problems,add_sub,Tom found 5 seashells on the beach . he gave Jessica 2 of the seashells . How many seashells does he now have ? ,3.0,X = 5 - 2,AddSub
Word Problems,add_sub,Fred has 5 baseball cards . Melanie bought 3 of Fred 's baseball cards . How many baseball cards does Fred have now ? ,2.0,X = 5 - 3,AddSub
Word Problems,add_sub,Mary had 8 potatoes in the garden . The rabbits ate 3 of the potatoes . How many potatoes does Mary now have ? ,5.0,X = 8 - 3,AddSub
Word Problems,add_sub,There are 9 oak trees currently in the park . Park workers had to cut down 2 oak trees that were damaged . How many oak trees will the park have when the workers are finished ? ,7.0,X = 9 - 2,AddSub
Word Problems,add_sub,Jessica had 8 quarters in her bank . Her sister borrowed 3 of her quarters . How many quarters does Jessica have now ? ,5.0,X = 8 - 3,AddSub
Word Problems,add_sub,A restaurant made 9 hamburgers to serve during lunch . Only 3 were actually served . How many hamburgers were over from lunch ? ,6.0,X = 9 - 3,AddSub
Word Problems,add_sub,There are 7 crayons in the drawer . Mary took 3 crayons out of the drawer . How many crayons are there now ? ,4.0,X = 7 - 3,AddSub
Word Problems,add_sub,Dan picked 9 limes and gave Sara 4 of the limes . How many limes does Dan have now ? ,5.0,X = 9 - 4,AddSub
Word Problems,add_sub,Joan has 9 blue balloons but lost 2 of them . How many blue balloons does Joan have now ? ,7.0,X = 9 - 2,AddSub
Word Problems,add_sub,"Joan picked 43 apples from the orchard , and gave 27 apples to Melanie . How many apples does Joan have now ? ",16.0,X = 43 - 27,AddSub
Word Problems,add_sub,"Tom has 30 violet balloons , he gave Fred 16 of the balloons . How many violet balloons does he now have ? ",14.0,X = 30 - 16,AddSub
Word Problems,add_sub,Fred has 40 baseball cards . Keith bought 22 of Fred 's baseball cards . How many baseball cards does Fred have now ? ,18.0,X = 40 - 22,AddSub
Word Problems,add_sub,"Fred found 47 seashells on the beach , he gave Jessica 25 of the seashells . How many seashells does he now have ? ",22.0,X = 47 - 25,AddSub
Word Problems,add_sub,"Sara grew 43 pumpkins , but the rabbits ate 23 pumpkins . How many pumpkins does Sara have ? ",20.0,X = 43 - 23,AddSub
Word Problems,add_sub,Joan decided to sell all of her old books . She gathered up 33 books to sell . She sold 26 books in a yard sale . How many books does Joan now have ? ,7.0,X = 33 - 26,AddSub
Word Problems,add_sub,There are 46 rulers in the drawer . Tim took 25 rulers from the drawer . How many rulers are now in the drawer ? ,21.0,X = 46 - 25,AddSub
Word Problems,add_sub,There are 33 oak trees currently in the park . Park workers had to cut down 18 oak trees that were damaged . How many oak trees will be in the park when the workers are finished ? ,15.0,X = 33 - 18,AddSub
Word Problems,add_sub,"Joan purchased a basketball game for $ 5.20 , and a racing game for $ 4.23 . How much did Joan spend on video games ? ",9.43,X = 5.20 + 4.23,AddSub
Word Problems,add_sub,"Mike joined his school 's band . He bought a trumpet for $ 145.16 , and a song book which was $ 5.84 . How much did Mike spend at the music store ? ",151.0,X = 145.16 + 5.84,AddSub
Word Problems,add_sub,"Alyssa bought some toys . She bought a football for $ 5.71 , and spent $ 6.59 on marbles . In total , how much did Alyssa spend on toys ? ",12.3,X = 5.71 + 6.59,AddSub
Word Problems,add_sub,"Jessica spent $ 10.22 on a cat toy , and a cage cost her $ 11.73 . What was the total cost of Jessica 's purchases ? ",21.95,X = 10.22 + 11.73,AddSub
Word Problems,add_sub,Sara got fast food for lunch . Sara spent $ 5.36 on a hotdog and $ 5.10 on a salad . What was the total of the lunch bill ? ,10.46,X = 5.36 + 5.10,AddSub
Word Problems,add_sub,"Jason went to the mall on Saturday to buy clothes . He spent $ 14.28 on shorts and $ 4.74 on a jacket . In total , how much money did Jason spend on clothing ? ",19.02,X = 14.28 + 4.74,AddSub
Word Problems,add_sub,"Alyssa loves eating fruits . Alyssa paid $ 12.08 for grapes , and $ 9.85 for cherries . In total , how much money did Alyssa spend ? ",21.93,X = 12.08 + 9.85,AddSub
Word Problems,add_sub,"Mary loves eating fruits . Mary paid $ 11.08 for berries , $ 14.33 for apples , and $ 9.31 for peaches . In total , how much money did she spend ? ",34.72,X = 11.08 + 14.33 + 9.31,AddSub
Word Problems,add_sub,"Sandy went to the mall to buy clothes . She spent $ 13.99 on shorts , $ 12.14 on a shirt , and $ 7.43 on a jacket . How much money did Sandy spend on clothes ? ",33.56,X = 13.99 + 12.14 + 7.43,AddSub
Word Problems,add_sub,"Jason joined his school 's band . He bought a flute for $ 142.46 , a music tool for $ 8.89 , and a song book for $ 7 . How much did Jason spend at the music store ? ",158.35,X = 142.46 + 8.89 + 7,AddSub
Word Problems,add_sub,"Tom purchased a football game for $ 14.02 , a strategy game for $ 9.46 , and a Batman game for $ 12.04 . How much did Tom spend on video games ? ",35.52,X = 14.02 + 9.46 + 12.04,AddSub
Word Problems,add_sub,"Mike bought some toys . He bought marbles for $ 9.05 , a football for $ 4.95 , and spent $ 6.52 on a baseball . In total , how much did Mike spend on toys ? ",20.52,X = 9.05 + 4.95 + 6.52,AddSub
Word Problems,add_sub,"A ship is filled with 5973 tons of cargo . It stops in the Bahamas , where sailors load 8723 tons of cargo onboard . How many tons of cargo does the ship hold now ? ",14696.0,X = 5973.0 + 8723.0,AddSub
Word Problems,add_sub,"Before December , customers buy 1346 ear muffs from the mall . During December , they buy 6444 , and there are none . In all , how many ear muffs do the customers buy ? ",7790.0,X = 1346.0 + 6444.0,AddSub
Word Problems,add_sub,"Diane is a beekeeper . Last year , she harvested 2479 pounds of honey . This year , she bought some new hives and increased her honey harvest by 6085 pounds . How many pounds of honey did Diane harvest this year ? ",8564.0,X = 2479.0 + 6085.0,AddSub
Word Problems,add_sub,"An oil pipe in the sea broke . Before engineers started to fix the pipe , 6522 liters of oil leaked into the water . While the engineers worked , the pipe leaked 5165 liters of oil . In all , how many liters of oil leaked into the water ? ",11687.0,X = 6522.0 + 5165.0,AddSub
Word Problems,add_sub,A car company produced 3884 cars in North America and 2871 cars in Europe . How many cars is that in all ? ,6755.0,X = 3884.0 + 2871.0,AddSub
Word Problems,add_sub,"Abe 's family moved from the Bahamas to Japan , so they had convert their money into Japanese yen . Their checking account now has 6359 yen and their savings account now has 3485 yen . How many yen do they have ? ",9844.0,X = 6359.0 + 3485.0,AddSub
Word Problems,add_sub,"There are 1986 books in Oak Grove 's public library . In addition , there are 5106 books in its school libraries . How many books do the libraries in Oak Grove have overall ? ",7092.0,X = 1986.0 + 5106.0,AddSub
Word Problems,add_sub,"There were originally 20817 houses in Lincoln County . During a housing boom , developers built 97741 . How many houses are there now in Lincoln County ? ",118558.0,X = 20817.0 + 97741.0,AddSub
Word Problems,add_sub,"A farmer estimates that he will harvest 48097 bushels of wheat . The weather is perfect during the growing season , so he harvests 684 bushels of wheat than expected . How many bushels of wheat does the farmer harvest ? ",48781.0,X = 48097.0 + 684.0,AddSub
Word Problems,add_sub,"Christina just transferred $ 69 out of her bank account . As a result , the account now has $ 26935 in it . How much money was in the account before the transfer ? ",27004.0,X = 69.0 + 26935.0,AddSub
Word Problems,add_sub,"Last year at Newberg 's airport , 14507 passengers landed on time . Unfortunately , 213 passengers landed late . In all , how many passengers landed in Newberg last year ? ",14720.0,X = 14507.0 + 213.0,AddSub
Word Problems,add_sub,"A dust storm sweeps across the prairie . It covers 64535 acres of the prairie in dust , but leaves 522 acres untouched . How many acres does the prairie cover ? ",64013.0,X = 64535.0 - 522.0,AddSub
Word Problems,add_sub,"Some insects called aphids attack a large farm . In response , the farmer releases ladybugs onto the fields . There are 12170 ladybugs with spots and 54912 ladybugs without spots . How many ladybugs are there in all ? ",67082.0,X = 12170.0 + 54912.0,AddSub
Word Problems,add_sub,"Last year , 90171 people were born in a country , and 16320 people immigrated to it . How many new people began living in the country last year ? ",106491.0,X = 90171.0 + 16320.0,AddSub
Word Problems,add_sub,"A ship full of grain crashes into a coral reef . By the time the ship is fixed , 49952 tons of grain have spilled into the water . Only 918 tons of grain remain onboard . How many tons of grain did the ship originally contain ? ",50870.0,X = 49952.0 + 918.0,AddSub
Word Problems,add_sub,"To fill an order , the factory dyed 61921 yards of silk green and 49500 yards pink . How many yards of silk did it dye for that order ? ",111421.0,X = 61921.0 + 49500.0,AddSub
Word Problems,add_sub,A multi-national corporation has 2041 part-time employees and 63093 full-time employees . How many employees work for the corporation ? ,65134.0,X = 2041.0 + 63093.0,AddSub
Word Problems,add_sub,"Each year , salmon travel upstream , going from the ocean to the rivers where they were born . This year , 712261 male and 259378 female salmon returned to their rivers . How many salmon made the trip ? ",971639.0,X = 712261.0 + 259378.0,AddSub
Word Problems,add_sub,"A bathing suit manufacturer has a supply of 14797 bathing suits for men . In addition , it has 4969 bathing suits for women . How many bathing suits are available overall ? ",19766.0,X = 14797.0 + 4969.0,AddSub
Word Problems,add_sub,"Before the recent housing boom , there were 1426 houses in Lawrence County . Now , there are 2000 houses . How many houses did developers build during the housing boom ? ",574.0,X = 2000.0 - 1426.0,AddSub
Word Problems,add_sub,A worker at a medical lab is studying blood samples . 2 samples contained a total of 7341 blood cells . The first sample contained 4221 blood cells . How many blood cells were in the second sample ? ,3120.0,X = 7341.0 - 4221.0,AddSub
Word Problems,add_sub,"So far , an orchard has sold a combined total of 9792 pounds of fresh and frozen fruit this season . If they have sold 3513 pounds of frozen fruit , how many pounds of fresh fruit have been sold so far ? ",6279.0,X = 9792.0 - 3513.0,AddSub
Word Problems,add_sub,"Recently , the value of Kate 's retirement fund decreased by $ 12 . If her fund was worth $ 1472 before , how much is it worth now ? ",1460.0,X = 1472.0 - 12.0,AddSub
Word Problems,add_sub,"The Richmond Tigers sold a total of 9570 tickets last season . If they sold 3867 tickets in the first half of the season , how many tickets did they sell in the second half ? ",5703.0,X = 9570.0 - 3867.0,AddSub
Word Problems,add_sub,A petri dish originally contained 600 bacteria . A scientist let the bacteria grow and now there are 8917 of them . How many more bacteria are there now ? ,8317.0,X = 8917.0 - 600.0,AddSub
Word Problems,add_sub,"Tori is a school janitor . Last week , she picked up a total of 1576 pieces of trash . If she picked up 344 pieces of trash in the classrooms , how many pieces of trash did Tori pick up outside the classrooms ? ",1232.0,X = 1576.0 - 344.0,AddSub
Word Problems,add_sub,"Molly owns the Wafting Pie Company . This morning , her employees used 816 eggs to bake pumpkin pies . If her employees used a total of 1339 eggs today , how many eggs did they use in the afternoon ? ",523.0,X = 1339.0 - 816.0,AddSub
Word Problems,add_sub,Each of farmer Cunningham 's 6048 lambs is either black or white . There are 193 white ones . How many of Farmer Cunningham 's lambs are black ? ,5855.0,X = 6048.0 - 193.0,AddSub
Word Problems,add_sub,"Students at Arcadia schools are participating in a coat drive . 9437 coats have been collected so far . 6922 coats were collected from the high schools , and the rest from the elementary schools . How many coats were collected at the elementary schools ? ",2515.0,X = 9437.0 - 6922.0,AddSub
Word Problems,add_sub,"A company painted some houses in Hancock County white and blue using a total of 6689 gallons of paint . If they used 660 gallons of white paint , how many gallons of blue paint did the company use ? ",6029.0,X = 6689.0 - 660.0,AddSub
Word Problems,add_sub,The Silvergrove Public Library used a grant to purchase 2647 books . Now the library has a total of 8582 books . How many books did the library have before the grant ? ,5935.0,X = 8582.0 - 2647.0,AddSub
Word Problems,add_sub,"A cell phone company has a total of 7422 customers across the world . If 723 of its customers live in the United States , how many of its customers live in other countries ? ",6699.0,X = 7422.0 - 723.0,AddSub
