category,subcategory,question,answer,reasoning,source
Word Problems,add_sub,"Logan recorded the snowfall every day during a snowstorm . He recorded 0.3333333333333333 centimeter on Wednesday , 0.3333333333333333 centimeter on Thursday , and 0.2222222222222222 centimeter on Friday . How many total centimeters of snow did Logan record ? ",0.8888888888888881,X = 0.3333333333333333 + 0.3333333333333333 + 0.2222222222222222,AddSub
Word Problems,add_sub,There are 22 walnut trees currently in the park . Park workers will plant walnut trees today . When the workers are finished there will be 55 walnut trees in the park . How many walnut trees did the workers plant today ? ,33.0,X = 55 - 22,AddSub
Word Problems,add_sub,"Sally paid $ 12.32 total for peaches , after a 3 dollar coupon , and $ 11.54 for cherries . In total , how much money did Sally spend ? ",23.86,X = 12.32 + 11.54,AddSub
Word Problems,add_sub,"Mike found 6 seashells and 4 starfish , but 4 of the seashells were broken . How many unbroken seashells did Mike find ? ",2.0,X = 6 - 4,AddSub
Word Problems,add_sub,There were 6 roses in the vase . Mary cut some roses from her flower garden . There are now 16 roses in the vase . How many roses did she cut ? ,10.0,X = 16 - 6,AddSub
Word Problems,add_sub,Sandy grew 51 pumpkins . Mike grew 23 pumpkins . How many pumpkins did they grow in total ? ,74.0,X = 51 + 23,AddSub
Word Problems,add_sub,Kelly bought 0.1 pounds of peanuts and 0.4 pounds of raisins . How many pounds of snacks did she buy in all ? ,0.5,X = 0.1 + 0.4,AddSub
Word Problems,add_sub,"During a school play , Jonah staffed the snack bar . He served 0.25 pitcher of lemonade during the first intermission , 0.4166666666666667 pitcher during the second , and 0.25 pitcher during the third . How many pitchers of lemonade did Jonah pour in all ? ",0.916666666666666,X = 0.25 + 0.4166666666666667 + 0.25,AddSub
Word Problems,add_sub,"Joan found 79 seashells on the beach , she gave Mike 63 of the seashells . How many seashells does she now have ? ",16.0,X = 79 - 63,AddSub
Word Problems,add_sub,"Tom bought a skateboard for $ 9.46 , and spent $ 9.56 on marbles . Tom also spent $ 14.50 on shorts . In total , how much did Tom spend on toys ? ",19.02,X = 9.46 + 9.56,AddSub
Word Problems,add_sub,"Mike has 8 orange marbles , he gave Sam 4 of the marbles . How many orange marbles does he now have ? ",4.0,X = 8 - 4,AddSub
Word Problems,add_sub,Alyssa picked 17 plums and Jason picked 10 plums . Melanie picked 35 pears . How many plums were picked in all ? ,27.0,X = 17 + 10,AddSub
Word Problems,add_sub,Jessica is baking a cake . The recipe calls for 8 cups of flour and 2 cups of sugar . She already put in 4 cups of flour . How many cups of flour does she need to add ? ,4.0,X = 8 - 4,AddSub
Word Problems,add_sub,"Dan found 56 seashells on the beach , he gave Jessica some of his seashells . He has 22 seashell . How many seashells did he give to Jessica ? ",34.0,56 - X = 22,AddSub
Word Problems,add_sub,"Karen added 0.25 cup of walnuts to a batch of trail mix . Later , she added 0.25 cup of almonds . How many cups of nuts did Karen put in the trail mix in all ? ",0.5,X = 0.25 + 0.25,AddSub
Word Problems,add_sub,"Abe 's family moved from the Bahamas to Japan , so they had convert their money into Japanese yen . Their checking account now has 6359 yen and their savings account now has 3485 yen . How many yen do they have ? ",9844.0,X = 6359.0 + 3485.0,AddSub
Word Problems,add_sub,"Jason went to the mall on Saturday to buy clothes . He spent $ 14.28 on shorts and $ 4.74 on a jacket . In total , how much money did Jason spend on clothing ? ",19.02,X = 14.28 + 4.74,AddSub
Word Problems,add_sub,There are 41 short trees and 44 tall trees currently in the park . Park workers will plant 57 short trees today . How many short trees will the park have when the workers are finished ? ,98.0,X = 41 + 57,AddSub
Word Problems,add_sub,A carpenter bought a piece of wood that was 0.41 meters long . Then she sawed 0.33 meters off the end . How long is the piece of wood now ? ,0.08,X = 0.41 - 0.33,AddSub
Word Problems,add_sub,"Hoping to be named Salesperson of the Month , Rosa called the names from 10.2 pages of the phone book last week . This week , she called the people listed on another 8.6 pages of the same phone book . How many pages worth of people did Rosa call in all ? ",18.8,X = 10.2 + 8.6,AddSub
Word Problems,add_sub,Last week Tom had 74 dollars . He washed cars over the weekend and now has 86 dollars . How much money did he make washing cars ? ,12.0,74 + X = 86,AddSub
Word Problems,add_sub,"Last Saturday , Spencer walked all over town running errands . First , he walked 0.3 mile from his house to the library and 0.1 mile from the library to the post office . Then he walked 0.4 mile from the post office back home . How many miles did Spencer walk in all ? ",0.8,X = 0.3 + 0.1 + 0.4,AddSub
Word Problems,add_sub,Stanley ran 0.4 mile and walked 0.2 mile . How much farther did Stanley run than walk ? ,0.2,X = 0.4 - 0.2,AddSub
Word Problems,add_sub,Tim 's cat had kittens . He gave 3 to Jessica and 6 to Sara . He now has 9 kittens . How many kittens did he have to start with ? ,18.0,X = 3 + 6 + 9,AddSub
Word Problems,add_sub,There are 48 pencils and 40 scissors in the drawer . Joan placed 29 pencils in the drawer . How many pencils are now there in all ? ,77.0,X = 48 + 29,AddSub
Word Problems,add_sub,Roadster 's Paving Company used 10 tons of cement to pave Lexi 's street and 5.1 tons of cement to pave Tess 's street . How much cement did Roadster 's Paving Company use in all ? ,15.1,X = 10.0 + 5.1,AddSub
Word Problems,add_sub,"Fred has 709 green balloons , he gave Sandy 221 of the balloons . How many green balloons does he now have ? ",488.0,X = 709 - 221,AddSub
Word Problems,add_sub,"Carefully following a recipe , Kenny used exactly 0.16666666666666666 cup of oil and 1.1666666666666667 cups of water . How many cups of liquid did Kenny use in all ? ",1.333333333333333,X = 0.16666666666666666 + 1.1666666666666667,AddSub
Word Problems,add_sub,There are 25 popular trees currently in the park . Park workers will plant 73 popular trees today . How many popular trees will the park have when the workers are finished ? ,98.0,X = 25 + 73,AddSub
Word Problems,add_sub,Tom found 7 seashells but 4 were broken . How many unbroken seashells did Tom find ? ,3.0,X = 7 - 4,AddSub
Word Problems,add_sub,There are 9 crayons in the drawer . Benny placed 3 crayons in the drawer . How many crayons are now there in total ? ,12.0,X = 9 + 3,AddSub
Word Problems,add_sub,"Michelle began her pizza delivery route with 0.5 tank of gas in her car . When she made it back to the pizzeria , 0.16666666666666666 tank of gas was . How much gas did Michelle use ? ",0.333333333333333,X = 0.5 - 0.16666666666666666,AddSub
Word Problems,add_sub,"Paco 's Countertop Company purchased pieces of marble from a quarry . The weights of the pieces they purchased were 0.3333333333333333 ton , 0.3333333333333333 ton , and 0.08333333333333333 ton . How many tons of marble did Paco 's Countertop Company purchase in all ? ",0.75,X = 0.3333333333333333 + 0.3333333333333333 + 0.08333333333333333,AddSub
Word Problems,add_sub,Oscar 's bus ride to school is 0.75 mile and Charlie 's bus ride is 0.25 mile . How much longer is Oscar 's bus ride than Charlie 's ? ,0.5,X = 0.75 - 0.25,AddSub
Word Problems,add_sub,Sara had 24 peaches and 37 pears at her fruit dish . She went to the orchard and picked peaches . There are now 61 peaches . how many did she pick ? ,37.0,24 + X = 61,AddSub
Word Problems,add_sub,There are 42 walnut trees and 12 orange trees currently in the park . Park workers had to cut down 13 walnut trees that were damaged . How many walnut trees will be in the park when the workers are finished ? ,29.0,X = 42 - 13,AddSub
Word Problems,add_sub,"Nina did a running drill to get in shape for soccer season . First , Nina ran 0.08333333333333333 mile . Then she ran 0.08333333333333333 mile and 0.6666666666666666 mile . How many miles did Nina run in total ? ",0.833333333333333,X = 0.08333333333333333 + 0.08333333333333333 + 0.6666666666666666,AddSub
Word Problems,add_sub,"Fred found 47 seashells on the beach , he gave Jessica 25 of the seashells . How many seashells does he now have ? ",22.0,X = 47 - 25,AddSub
Word Problems,add_sub,Sara picked 35 pears and 27 apples from the orchard . She gave 28 pears to Dan . How many pears does Sara have ? ,7.0,X = 35 - 28,AddSub
Word Problems,add_sub,Jason has 7 violet balloons and 4 red balloons . He lost 3 of the violet balloons . How many violet balloons does Jason have now ? ,4.0,X = 7 - 3,AddSub
Word Problems,add_sub,There were 2 red orchids and 4 white orchids in the vase . Jessica cut some red orchids from her flower garden . There are now 18 red orchids in the vase . How many red orchids did she cut ? ,16.0,2 + X = 18,AddSub
Word Problems,add_sub,Dan has 32 green and 38 violet marbles . Mike took 23 of Dan 's green marbles . How many green marbles does Dan now have ? ,9.0,X = 32 - 23,AddSub
Word Problems,add_sub,There are 115 pencils in the drawer . Sara placed 100 pencils in the drawer . How many pencils are now there in all ? ,215.0,X = 115 + 100,AddSub
Word Problems,add_sub,"A construction company is repaving a damaged road . So far , they have repaved a total of 4938 inches of the road . Today , they repaved 805 inches of the road . How many inches of the road had they repaved before today ? ",4133.0,X = 4938.0 - 805.0,AddSub
Word Problems,add_sub,"Dan has 64 violet marbles , he gave Mary 14 of the marbles . How many violet marbles does he now have ? ",50.0,X = 64 - 14,AddSub
Word Problems,add_sub,Alyssa 's dog had puppies . She gave 7 to her friends . She now has 5 puppies . How many puppies did she have to start with ? ,12.0,X = 7 + 5,AddSub
Word Problems,add_sub,There are 112 short trees and 119 tall trees currently in the park . Park workers will plant 105 short trees today . How many short trees will the park have when the workers are finished ? ,217.0,X = 112 + 105,AddSub
Word Problems,add_sub,There are 41 pencils in the drawer . Mike placed 30 pencils in the drawer . How many pencils are now there in total ? ,71.0,X = 41 + 30,AddSub
Word Problems,add_sub,Greg and Sharon own neighboring cornfields . Greg harvested 0.4 acre of corn on Monday and Sharon harvested 0.1 acre . How many more acres did Greg harvest than Sharon ? ,0.3,X = 0.4 - 0.1,AddSub
Word Problems,add_sub,Mary picked 14 oranges and Jason picked 41 oranges . Keith picked 38 apples . How many oranges were picked in all ? ,55.0,X = 14 + 41,AddSub
Word Problems,add_sub,"Karin 's science class weighed plastic rings for an experiment . They found that the orange ring weighed 0.08333333333333333 ounce , the purple ring weighed 0.3333333333333333 ounce , and the white ring weighed 0.4166666666666667 ounce . What was the total weight of the plastic rings ? ",0.833333333333333,X = 0.08333333333333333 + 0.3333333333333333 + 0.4166666666666667,AddSub
Word Problems,add_sub,Joan grew 29 carrots and 14 watermelons . Jessica grew 11 carrots . How many carrots did they grow in all ? ,40.0,X = 29 + 11,AddSub
Word Problems,add_sub,There are 7 dogwood trees currently in the park . Park workers will plant 3 dogwood trees today and 2 dogwood trees tomorrow . How many dogwood trees will the park have when the workers are finished ? ,12.0,X = 7 + 3 + 2,AddSub
Word Problems,add_sub,A restaurant made 9 hamburgers and 4 hot dogs to serve during lunch . Only 3 hamburgers were actually served . How many hamburgers were over ? ,6.0,X = 9 - 3,AddSub
Word Problems,add_sub,There are 2 pencils in the drawer . Tim placed 3 pencils in the drawer . How many pencils are now there in total ? ,5.0,X = 2 + 3,AddSub
Word Problems,add_sub,"A farmer started the day with 8.75 buckets of seeds . After spending the morning sowing seeds , she now has 6 buckets . How many buckets of seeds did the farmer sow ? ",2.75,X = 8.75 - 6.0,AddSub
Word Problems,add_sub,There were 3 roses in the vase . Alyssa cut some roses from her flower garden . There are now 14 roses in the vase . How many roses did she cut ? ,11.0,3 + X = 14,AddSub
Word Problems,add_sub,"Nancy went to 9 football games this month . She went to 8 games last month , and plans to go to 7 games next month . She paid 3 dollars for the tickets . How many games will she attend in all ? ",24.0,X = 9 + 8 + 7,AddSub
Word Problems,add_sub,Jonah added 0.3 cup of yellow raisins and 0.4 cup of black raisins to a batch of trail mix . How many cups of raisins did Jonah add in all ? ,0.7000000000000001,X = 0.3 + 0.4,AddSub
Word Problems,add_sub,There are 39 scissors and 22 pencils in the drawer . Dan placed 13 scissors in the drawer . How many scissors are now there in total ? ,52.0,X = 39 + 13,AddSub
Word Problems,add_sub,"Joan purchased a basketball game for $ 5.20 , and a racing game for $ 4.23 . How much did Joan spend on video games ? ",9.43,X = 5.20 + 4.23,AddSub
Word Problems,add_sub,Sara has 3 green and 5 red marbles . Tom has 4 green marbles . How many green marbles do they have in total ? ,7.0,X = 3 + 4,AddSub
Word Problems,add_sub,"Mary found 45 seashells , Melanie found 23 seashells , and Jason found 32 seashells on the beach . When they cleaned them , they discovered that 31 were cracked . How many seashells did they find together ? ",100.0,X = 45 + 23 + 32,AddSub
Word Problems,add_sub,Keith grew 6 turnips . Alyssa grew 9 turnips . How many turnips did they grow in all ? ,15.0,X = 6 + 9,AddSub
Word Problems,add_sub,There are 31 short trees and 32 tall trees currently in the park . Park workers will plant short trees today . When the workers are finished there will be 95 short trees in the park . How many short trees did the workers plant today ? ,64.0,31 + X = 95,AddSub
Word Problems,add_sub,"Benny received 79 dollars and 9 movie tickets for his birthday . He went to a sporting goods store and bought a baseball glove , baseball , and bat . He had 32 dollars over , how much did he spent on the baseball gear ? ",47.0,X = 79 - 32,AddSub
Word Problems,add_sub,"Tom went to 4 hockey games this year , but missed 7 . He went to 9 games last year . How many hockey games did Tom go to in all ? ",13.0,X = 4 + 9,AddSub
Word Problems,add_sub,"At a pizza party , Mason and his friends drank 2.6666666666666665 bottles of lemon-lime soda and 2.6666666666666665 bottles of cola . How much soda did they drink in all ? ",5.333333333333333,X = 2.6666666666666665 + 2.6666666666666665,AddSub
Word Problems,add_sub,Fred has 5 baseball cards . Melanie bought 3 of Fred 's baseball cards . How many baseball cards does Fred have now ? ,2.0,X = 5 - 3,AddSub
Word Problems,add_sub,"Each day , the polar bear at Richmond 's zoo eats 0.2 bucket of trout and 0.4 bucket of salmon . How many buckets of fish does the polar bear eat daily ? ",0.6000000000000001,X = 0.2 + 0.4,AddSub
Word Problems,add_sub,There are 54 scissors in the drawer . Keith placed 22 scissors in the drawer . How many scissors are now there in all ? ,76.0,X = 54 + 22,AddSub
Word Problems,add_sub,"Mike went to 15 basketball games this year , but missed 41 . He went to 39 games last year . How many basketball games did Mike go to in total ? ",54.0,X = 15 + 39,AddSub
Word Problems,add_sub,Mary had 8 potatoes in the garden . The rabbits ate 3 of the potatoes . How many potatoes does Mary now have ? ,5.0,X = 8 - 3,AddSub
Word Problems,add_sub,Jason grew 23 watermelons and 18 turnips . Nancy grew 28 watermelons . How many watermelons did they grow in total ? ,51.0,X = 23 + 28,AddSub
Word Problems,add_sub,Melanie grew 139 turnips . Benny grew 113 turnips . How many turnips did they grow in all ? ,252.0,X = 139 + 113,AddSub
Word Problems,add_sub,There are 7 dogwood trees currently in the park . Park workers will plant 5 dogwood trees today and 4 dogwood trees tomorrow . It took 8 workers to finish the work . How many dogwood trees will the park have when the workers are finished ? ,16.0,X = 7 + 5 + 4,AddSub
Word Problems,add_sub,There are 34 dogwood trees currently in the park . Park workers will plant 49 dogwood trees today . How many dogwood trees will the park have when the workers are finished ? ,83.0,X = 34 + 49,AddSub
Word Problems,add_sub,Tori was 4.4 feet tall . Then she grew 2.86 feet taller . How tall is Tori now ? ,7.26,X = 4.4 + 2.86,AddSub
Word Problems,add_sub,"Ron weighed 2 colored metal balls during a science class . The blue ball weighed 6 pounds and the brown ball weighed 3.12 pounds . If Ron places both balls on the scale at the same time , what will the scale read ? ",9.12,X = 6.0 + 3.12,AddSub
Word Problems,add_sub,Joan decided to sell all of her old books . She gathered up 33 books to sell . She sold 26 books in a yard sale . How many books does Joan now have ? ,7.0,X = 33 - 26,AddSub
Word Problems,add_sub,There are 5 scissors and 3 pencils in the drawer . Jason placed 4 scissors in the drawer . How many scissors are now there in total ? ,9.0,X = 5 + 4,AddSub
Word Problems,add_sub,Sara has 792 black and 122 red marbles . Fred took 233 of Sara 's black marbles . How many black marbles does Sara now have ? ,559.0,X = 792 - 233,AddSub
Word Problems,add_sub,Sara picked 6 pears and Tim picked 5 pears from the pear tree . How many pears were picked in total ? ,11.0,X = 6 + 5,AddSub
Word Problems,add_sub,"Tom purchased a Batman game for $ 13.60 , and a Superman game for $ 5.06 . Tom already owns 2 games . How much did Tom spend on video games ? ",18.66,X = 13.60 + 5.06,AddSub
Word Problems,add_sub,"Jessica spent $ 10.22 on a cat toy , and a cage cost her $ 11.73 . What was the total cost of Jessica 's purchases ? ",21.95,X = 10.22 + 11.73,AddSub
Word Problems,add_sub,A marine biologist measured 1 fish that was 0.3 foot long and a second fish that was 0.2 foot long . How much longer was the first fish ? ,0.1,X = 0.3 - 0.2,AddSub
Word Problems,add_sub,"Pamela bought 9.8 ounces of sugar , and she spilled 5.2 ounces of it on the floor . How much is ? ",4.6,X = 9.8 - 5.2,AddSub
Word Problems,add_sub,Irene just bought a new lamp for her bedside table . The old lamp was 1 foot tall and the new lamp is 2.3333333333333335 feet tall . How much taller is the new lamp than the old lamp ? ,1.333333333333333,X = 2.3333333333333335 - 1.0,AddSub
Word Problems,add_sub,There are 33 walnut trees currently in the park . Park workers will plant 44 walnut trees today . How many walnut trees will the park have when the workers are finished ? ,77.0,X = 33 + 44,AddSub
Word Problems,add_sub,"A company painted some houses in Hancock County white and blue using a total of 6689 gallons of paint . If they used 660 gallons of white paint , how many gallons of blue paint did the company use ? ",6029.0,X = 6689.0 - 660.0,AddSub
Word Problems,add_sub,"Tom purchased a football game for $ 14.02 , a strategy game for $ 9.46 , and a Batman game for $ 12.04 . How much did Tom spend on video games ? ",35.52,X = 14.02 + 9.46 + 12.04,AddSub
Word Problems,add_sub,"Dan had 97 baseball cards , and 8 were torn . Sam bought 15 of Dan 's baseball cards . How many baseball cards does Dan have now ? ",82.0,X = 97 - 15,AddSub
Word Problems,add_sub,Dan 's cat had kittens and 5 had spots . He gave 7 to Tim and 4 to Jason . He now has 5 kittens . How many kittens did he have to start with ? ,16.0,X - 7 - 4 = 5,AddSub
Word Problems,add_sub,Sally had 13 peaches at her roadside fruit dish . She went to the orchard and picked peaches to stock up . There are now 55 peaches . how many did she pick ? ,42.0,13 + X = 55,AddSub
Word Problems,add_sub,There are 46 rulers in the drawer . Tim took 25 rulers from the drawer . How many rulers are now in the drawer ? ,21.0,X = 46 - 25,AddSub
Word Problems,add_sub,A restaurant served 9 pizzas during lunch and 6 during dinner today . How many pizzas were served today ? ,15.0,X = 9 + 6 ,AddSub
Word Problems,add_sub,"Melanie had 30 baseball cards , and 9 were torn . Sara bought 18 of Melanie 's baseball cards . How many baseball cards does Melanie have now ? ",12.0,X = 30 - 18,AddSub
Word Problems,add_sub,"An oil pipe in the sea broke . Before engineers started to fix the pipe , 2475 gallons of oil leaked into the water . A total of 6206 gallons of oil leaked before the pipe was fixed . How many gallons of oil leaked while the engineers were fixing the pipe ? ",3731.0,X = 6206.0 - 2475.0,AddSub
Word Problems,add_sub,There are 107 walnut trees currently in the park . Park workers will plant 104 walnut trees today . How many walnut trees will the park have when the workers are finished ? ,211.0,X = 107 + 104,AddSub
Word Problems,add_sub,Sam had 7 pennies and 8 dimes in his bank . His sister borrowed 4 dimes . How many dimes does Sam have now ? ,4.0,X = 8 - 4,AddSub
Word Problems,add_sub,There are 37 short bushes and 30 tall trees currently in the park . Park workers will plant 20 short bushes today . How many short bushes will the park have when the workers are finished ? ,57.0,X = 37 + 20,AddSub
Word Problems,add_sub,There were 46 bales of hay in the barn and 32 bales in the shed . Tom stacked bales in the barn today . There are now 60 bales of hay in the barn . How many bales did he store in the barn ? ,14.0,46 + X = 60,AddSub
Word Problems,add_sub,There were 32 bales of hay in the barn and 26 bales in the shed . Jason stacked bales in the barn today . There are now 98 bales of hay in the barn . How many bales did he store in the barn ? ,66.0,32 + X = 98,AddSub
Word Problems,add_sub,"A renovation project required 0.16666666666666666 truck-load of sand , 0.3333333333333333 truck-load of dirt , and 0.16666666666666666 truck-load of cement . How many truck-loads of material were needed in all ? ",0.6666666666666661,X = 0.16666666666666666 + 0.3333333333333333 + 0.16666666666666666,AddSub
Word Problems,add_sub,Joan has 47 green and 48 red marbles . Fred took 24 of Joan 's green marbles . How many green marbles does Joan now have ? ,23.0,X = 47 - 24,AddSub
Word Problems,add_sub,A restaurant served 4 pies during lunch and 9 during dinner today . The restaurant served 7 pies and 2 pizzas yesterday . How many pies were served in total ? ,20.0,X = 4 + 9 + 7,AddSub
Word Problems,add_sub,"Brandy made trail mix for a backpacking trip . She used 0.16666666666666666 pound of peanuts , 0.16666666666666666 pound of chocolate chips , and 0.08333333333333333 pound of raisins . How many pounds of trail mix did Brandy make ? ",0.416666666666666,X = 0.16666666666666666 + 0.16666666666666666 + 0.08333333333333333,AddSub
Word Problems,add_sub,Sally had 760 quarters in her bank . She spent 418 of her quarters . How many quarters does she have now ? ,342.0,X = 760 - 418,AddSub
Word Problems,add_sub,"Jason joined his school 's band . He bought a flute for $ 142.46 , a music tool for $ 8.89 , and a song book for $ 7 . How much did Jason spend at the music store ? ",158.35,X = 142.46 + 8.89 + 7,AddSub
Word Problems,add_sub,"Alyssa bought some toys . She bought a football for $ 5.71 , and spent $ 6.59 on marbles . In total , how much did Alyssa spend on toys ? ",12.3,X = 5.71 + 6.59,AddSub
Word Problems,add_sub,"This afternoon Craig left school , rode the bus 3.8333333333333335 miles , and then walked 0.16666666666666666 mile to get home . How much farther did Craig ride than walk ? ",3.666666666666666,X = 3.8333333333333335 - 0.16666666666666666,AddSub
Word Problems,add_sub,Joan found 6 seashells and Jessica found 8 seashells on the beach . How many seashells did they find together ? ,14.0,X = 6 + 8,AddSub
Word Problems,add_sub,"Students at Arcadia schools are participating in a coat drive . 9437 coats have been collected so far . 6922 coats were collected from the high schools , and the rest from the elementary schools . How many coats were collected at the elementary schools ? ",2515.0,X = 9437.0 - 6922.0,AddSub
Word Problems,add_sub,"Mike joined his school 's band . He bought a trumpet for $ 145.16 , and a song book which was $ 5.84 . How much did Mike spend at the music store ? ",151.0,X = 145.16 + 5.84,AddSub
Word Problems,add_sub,A car company produced 3884 cars in North America and 2871 cars in Europe . How many cars is that in all ? ,6755.0,X = 3884.0 + 2871.0,AddSub
Word Problems,add_sub,There are 7 crayons in the drawer . Mary took 3 crayons out of the drawer . How many crayons are there now ? ,4.0,X = 7 - 3,AddSub
Word Problems,add_sub,Melanie had 19 dimes in her bank . Her dad gave her 39 dimes and her mother gave her 25 dimes . How many dimes does Melanie have now ? ,83.0,X = 19 + 39 + 25,AddSub
Word Problems,add_sub,Dan picked 9 limes and gave Sara 4 of the limes . How many limes does Dan have now ? ,5.0,X = 9 - 4,AddSub
Word Problems,add_sub,There are 4 walnut trees currently in the park . Park workers will plant 6 walnut trees today . How many walnut trees will the park have when the workers are finished ? ,10.0,X = 4 + 6,AddSub
Word Problems,add_sub,"While making pastries , a bakery used 0.2 bag of wheat flour and 0.1 bag of white flour . How many bags of flour did the bakery use in all ? ",0.3,X = 0.2 + 0.1,AddSub
Word Problems,add_sub,Benny picked 2 apples and Dan picked 9 apples from the apple tree . How many apples were picked in total ? ,11.0,X = 2 + 9,AddSub
Word Problems,add_sub,Darnel sprinted 0.875 lap and then took a break by jogging 0.75 lap . How much farther did Darnel sprint than jog ? ,0.125,X = 0.875 - 0.75,AddSub
Word Problems,add_sub,Joan found 70 seashells on the beach . she gave Sam some of her seashells . She has 27 seashell . How many seashells did she give to Sam ? ,43.0,X = 70 - 27,AddSub
Word Problems,add_sub,Tom found 5 seashells on the beach . he gave Jessica 2 of the seashells . How many seashells does he now have ? ,3.0,X = 5 - 2,AddSub
